"Date","Quadrat No.","Meter point","Sampler","Recorder","SiteHeightYear","SUBSTRATE-ROCK","SUBSTRATE-SAND","WATER","Boulder","Cobble","Pebble","SAND SCOUR","Bedrock","Site","Zone","Year","Shore_height_cm"
2013-05-24,"8",32,"SCL","SCL","West Beach HIGH 2013","100","0","0.5",NA,NA,NA,NA,NA,"West Beach","HIGH","2013",264
2013-05-24,"9",34,"KH","SS","West Beach HIGH 2013","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2013",270
2013-05-24,"10",39,"KH","SS","West Beach HIGH 2013","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2013",293
2013-05-23,"1",5,"SS","SCL","West Beach MID 2013","100","2","14",NA,NA,NA,NA,NA,"West Beach","MID","2013",170
2013-05-23,"2",13,"PTM","KH","West Beach MID 2013","100",NA,"0",NA,NA,NA,NA,NA,"West Beach","MID","2013",217
2013-05-23,"3",16,"KH","PTM","West Beach MID 2013","94","6","20",NA,NA,NA,NA,NA,"West Beach","MID","2013",178
2013-05-23,"4",17,"KH","PTM","West Beach MID 2013","100",NA,"0",NA,NA,NA,NA,NA,"West Beach","MID","2013",174
2013-05-23,"5",25,"SS","SCL","West Beach MID 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","MID","2013",165
2013-05-23,"6",28,"SS","SCL","West Beach MID 2013","100","0","3",NA,NA,NA,NA,NA,"West Beach","MID","2013",199
2013-05-23,"7",29,"KH","SS","West Beach MID 2013","100","0.5","4",NA,NA,NA,NA,NA,"West Beach","MID","2013",174
2013-05-23,"8",36,"SS","KH","West Beach MID 2013","100","0","15",NA,NA,NA,NA,NA,"West Beach","MID","2013",188
2013-05-24,"9",40,"SCL","SCL","West Beach MID 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","MID","2013",201
2013-05-24,"10",43,"SCL","SCL","West Beach MID 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","MID","2013",223
2013-05-24,"1",2,"SCL","SCL","West Beach LOW 2013","100","3","2",NA,NA,NA,NA,NA,"West Beach","LOW","2013",90
2013-05-24,"2",12,"SS","KH","West Beach LOW 2013","100","0.5","2",NA,NA,NA,NA,NA,"West Beach","LOW","2013",69
2013-05-24,"3",17,"SCL","SCL","West Beach LOW 2013","100","10","3",NA,NA,NA,NA,NA,"West Beach","LOW","2013",90
2013-05-24,"4",22,"SS","KH","West Beach LOW 2013","96","4","3",NA,NA,NA,NA,NA,"West Beach","LOW","2013",114
2013-05-24,"5",24,"SCL","SCL","West Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","LOW","2013",124
2013-05-24,"6",25,"KH","SS","West Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","LOW","2013",128
2013-05-24,"7",26,"SCL","SCL","West Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","LOW","2013",102
2013-05-24,"8",30,"KH","SS","West Beach LOW 2013","100","0","35",NA,NA,NA,NA,NA,"West Beach","LOW","2013",105
2013-05-24,"9",34,"SCL","SCL","West Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"West Beach","LOW","2013",103
2013-05-24,"10",35,"SCL","SCL","West Beach LOW 2013","100","0.5","0",NA,NA,NA,NA,NA,"West Beach","LOW","2013",114
2013-05-25,"1",3,"SS","KH","North Beach HIGH 2013","100","0","5",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",341
2013-05-25,"2",5,"SCL","SCL","North Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",319
2013-05-25,"3",6,"PTM","PTM","North Beach HIGH 2013","100","0","18",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",318
2013-05-25,"4",8,"SS","KH","North Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",379
2013-05-25,"5",13,"SCL","SCL","North Beach HIGH 2013","100","0","0.5",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",287
2013-05-25,"6",14,"KH","SS","North Beach HIGH 2013","100","0","45",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",267
2013-05-25,"7",15,"SCL","SCL","North Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",276
2013-05-25,"8",16,"SS","KH","North Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",282
2013-05-25,"9",17,"PTM","PTM","North Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",303
2013-05-25,"10",19,"KH","SS","North Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2013",201
2013-05-25,"1",1,"SCL","SCL","North Beach MID 2013","100","0","3",NA,NA,NA,NA,NA,"North Beach","MID","2013",273
2013-05-25,"2",2,"SCL","SCL","North Beach MID 2013","100","0","75",NA,NA,NA,NA,NA,"North Beach","MID","2013",209
2013-05-25,"3",6,"KH","SS","North Beach MID 2013","100","0","15",NA,NA,NA,NA,NA,"North Beach","MID","2013",216
2013-05-25,"4",8,"PTM","PTM","North Beach MID 2013","100","0","40",NA,NA,NA,NA,NA,"North Beach","MID","2013",207
2013-05-25,"5",9,"SS","KH","North Beach MID 2013",NA,NA,NA,NA,NA,NA,NA,NA,"North Beach","MID","2013",200
2013-05-25,"6",12,"SCL","SCL","North Beach MID 2013","100","0","0.5",NA,NA,NA,NA,NA,"North Beach","MID","2013",275
2013-05-25,"7",13,"SS","KH","North Beach MID 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","MID","2013",278
2013-05-25,"8",17,"SCL","SCL","North Beach MID 2013","100","0","7",NA,NA,NA,NA,NA,"North Beach","MID","2013",260
2013-05-25,"9",18,"KH","SS","North Beach MID 2013","100","0","3",NA,NA,NA,NA,NA,"North Beach","MID","2013",267
2013-05-25,"10",22,"PTM","PTM","North Beach MID 2013","100","0","15",NA,NA,NA,NA,NA,"North Beach","MID","2013",266
2013-05-25,"1",3,"SCL","SCL","North Beach LOW 2013","100","0","7",NA,NA,NA,NA,NA,"North Beach","LOW","2013",97
2013-05-25,"2",4,"SCL","SCL","North Beach LOW 2013","100","0","1",NA,NA,NA,NA,NA,"North Beach","LOW","2013",106
2013-05-25,"3",11,"KH","SS","North Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2013",150
2013-05-25,"4",13,"SCL","SCL","North Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2013",90
2013-05-25,"5",14,"SS","KH","North Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2013",110
2013-05-25,"6",15,"SCL","SCL","North Beach LOW 2013","100","0","12",NA,NA,NA,NA,NA,"North Beach","LOW","2013",109
2013-05-25,"7",16,"SS","KH","North Beach LOW 2013","100","0","20",NA,NA,NA,NA,NA,"North Beach","LOW","2013",128
2013-05-25,"8",18,"SCL","SCL","North Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2013",171
2013-05-25,"9",19,"SCL","SCL","North Beach LOW 2013","100","0","23",NA,NA,NA,NA,NA,"North Beach","LOW","2013",137
2013-05-25,"10",22,"KH","SS","North Beach LOW 2013",NA,NA,NA,NA,NA,NA,NA,NA,"North Beach","LOW","2013",139
2013-05-26,"1",2,"PTM","PTM","Fifth Beach HIGH 2013","96","4","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",350
2013-05-26,"2",5,"SS","KH","Fifth Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",370
2013-05-26,"3",12,"SCL","SCL","Fifth Beach HIGH 2013",NA,NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",315
2013-05-26,"4",16,"SS","KH","Fifth Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",348
2013-05-26,"5",19,"SS","KH","Fifth Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",283
2013-05-26,"6",20,"PTM","PTM","Fifth Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",312
2013-05-26,"7",22,"KH","SS","Fifth Beach HIGH 2013","100","0","12",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",337
2013-05-26,"8",26,"SCL","SCL","Fifth Beach HIGH 2013",NA,NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",335
2013-05-26,"9",27,"KH","SS","Fifth Beach HIGH 2013","100","0","0.5",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",349
2013-05-26,"10",28,"PTM","PTM","Fifth Beach HIGH 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2013",336
2013-05-26,"1",2,"SCL","SCL","Fifth Beach MID 2013","100","7","2",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",236
2013-05-26,"2",3,"SCL","SCL","Fifth Beach MID 2013","100","14","15",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",198
2013-05-26,"3",4,"SS","KH","Fifth Beach MID 2013","100","0.5","0",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",221
2013-05-26,"4",10,"SS","KH","Fifth Beach MID 2013","100","8","8",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",209
2013-05-26,"5",13,"KH","SS","Fifth Beach MID 2013","100","0","4",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",234
2013-05-26,"6",14,"PTM","PTM","Fifth Beach MID 2013","100","0","3",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",224
2013-05-26,"7",17,"SCL","SCL","Fifth Beach MID 2013","100","0.5","5",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",210
2013-05-26,"8",18,"SCL","SCL","Fifth Beach MID 2013","100","2","0.5",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",225
2013-05-26,"9",19,"KH","SS","Fifth Beach MID 2013","100","5","6",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",231
2013-05-26,"10",26,"SCL","SCL","Fifth Beach MID 2013","100","0","0.5",NA,NA,NA,NA,NA,"Fifth Beach","MID","2013",259
2013-05-26,"1",1,"SCL","SCL","Fifth Beach LOW 2013","100","100","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",166
2013-05-26,"2",4,"SCL","SCL","Fifth Beach LOW 2013","100","99","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",134
2013-05-26,"3",5,"SS","KH","Fifth Beach LOW 2013","95","95","2",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",138
2013-05-26,"4",7,"SS","KH","Fifth Beach LOW 2013","60","70","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",166
2013-05-26,"5",8,"SCL","SCL","Fifth Beach LOW 2013","100","18","3",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",115
2013-05-26,"6",14,"KH","SS","Fifth Beach LOW 2013","100","1","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",147
2013-05-26,"7",15,"SCL","SCL","Fifth Beach LOW 2013","100","55","2",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",136
2013-05-26,"8",19,"KH","SS","Fifth Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",223
2013-05-26,"9",23,"KH","SS","Fifth Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",202
2013-05-26,"10",24,"SCL","SCL","Fifth Beach LOW 2013","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2013",211
2014-06-12,"1",4,"SMS","KRH","West Beach HIGH 2014","100","0","0","93","0","7",NA,NA,"West Beach","HIGH","2014",240
2014-06-12,"2",5,"PTM","LWP","West Beach HIGH 2014","100","0","15",NA,"30","5",NA,NA,"West Beach","HIGH","2014",259
2014-06-12,"3",6,"SCL","SCL","West Beach HIGH 2014","100","0.5","5","98",NA,"2",NA,NA,"West Beach","HIGH","2014",242
2014-06-12,"4",18,"SMS","KRH","West Beach HIGH 2014","100","0","0","94","0","6",NA,NA,"West Beach","HIGH","2014",222
2014-06-12,"5",29,"SMS","OCP","West Beach HIGH 2014","100",NA,NA,"1",NA,NA,NA,NA,"West Beach","HIGH","2014",320
2014-06-12,"6",30,"PTM","LWP","West Beach HIGH 2014","100","0","9","100","0","0",NA,NA,"West Beach","HIGH","2014",320
2014-06-12,"7",31,"SMS","KRH","West Beach HIGH 2014","100","0","0","93","7","0",NA,NA,"West Beach","HIGH","2014",325
2014-06-12,"8",38,"SCL","SCL","West Beach HIGH 2014","100","0","0","100","0","0",NA,NA,"West Beach","HIGH","2014",329
2014-06-12,"9",43,"SMS","KRH","West Beach HIGH 2014","100","0","0","91","9","0",NA,NA,"West Beach","HIGH","2014",256
2014-06-12,"10",44,"SMS","KRH","West Beach HIGH 2014","100","0","0","84","16","0",NA,NA,"West Beach","HIGH","2014",294
2014-06-12,"1",4,"KRH","SMS/LWP","West Beach MID 2014","100","0","20","95","5","0",NA,NA,"West Beach","MID","2014",197
2014-06-12,"2",7,"SCL","SCL","West Beach MID 2014","100","0","0","95","5","0",NA,NA,"West Beach","MID","2014",233
2014-06-12,"3",9,"SCL","SCL","West Beach MID 2014","100","0","1","80","13","7",NA,NA,"West Beach","MID","2014",165
2014-06-12,"4",21,"KRH","SMS","West Beach MID 2014","98","2","0","94","4","0",NA,NA,"West Beach","MID","2014",157
2014-06-12,"5",22,"SMS","KRH","West Beach MID 2014","100","0","9","98","2","0",NA,NA,"West Beach","MID","2014",165
2014-06-12,"6",25,"SMS","KRH","West Beach MID 2014","100","0","2","97","3","0",NA,NA,"West Beach","MID","2014",165
2014-06-12,"7",32,"SCL","SCL","West Beach MID 2014","100","0","0","86","12","2",NA,NA,"West Beach","MID","2014",203
2014-06-12,"8",38,"SCL","SCL","West Beach MID 2014","100","0","0.5","98","0","2",NA,NA,"West Beach","MID","2014",181
2014-06-12,"9",39,"SCL","SCL","West Beach MID 2014","100","0","7","87","10","3",NA,NA,"West Beach","MID","2014",192
2014-06-12,"10",42,"SMS","KRH","West Beach MID 2014","100","0","0","100","0","0",NA,NA,"West Beach","MID","2014",259
2014-06-12,"1",2,"KRH","SMS","West Beach LOW 2014","83","17","0","79","0","4",NA,NA,"West Beach","LOW","2014",90
2014-06-12,"2",7,"SCL","SCL","West Beach LOW 2014","100","0","6","72","26","2",NA,NA,"West Beach","LOW","2014",68
2014-06-12,"3",8,"SCL","SCL","West Beach LOW 2014","100","0","0","100","0","0",NA,NA,"West Beach","LOW","2014",138
2014-06-12,"4",14,"KRH","SMS","West Beach LOW 2014","100","0","0","92","0","8",NA,NA,"West Beach","LOW","2014",75
2014-06-12,"5",15,"SMS","KRH","West Beach LOW 2014","99","1","0","91","0","8",NA,NA,"West Beach","LOW","2014",116
2014-06-12,"6",17,"SCL","SCL","West Beach LOW 2014","100","0","0","90","10","0",NA,NA,"West Beach","LOW","2014",90
2014-06-12,"7",22,"SMS","KRH","West Beach LOW 2014","100","0","0","100","0","0",NA,NA,"West Beach","LOW","2014",114
2014-06-12,"8",27,"SCL","SCL","West Beach LOW 2014","100","0.5","0","67","30","3",NA,NA,"West Beach","LOW","2014",131
2014-06-12,"9",36,"SMS","KRH","West Beach LOW 2014","100","0","0","88","0","12",NA,NA,"West Beach","LOW","2014",NA
2014-06-12,"10",25,"SCL","SCL","West Beach LOW 2014","100","0","0","95","5","0",NA,NA,"West Beach","LOW","2014",128
2014-06-13,"1",1,"SMS","SMS","North Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2014",382
2014-06-13,"2",3,"SCL","SCL","North Beach HIGH 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2014",341
2014-06-13,"3",8,"KRH","KRH","North Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2014",379
2014-06-13,"4",10,"SCL","SCL","North Beach HIGH 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2014",344
2014-06-13,"5",13,"SMS","SMS","North Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2014",287
2014-06-13,"6",17,"KRH","KRH","North Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2014",303
2014-06-13,"7",19,"KRH","PTM","North Beach HIGH 2014","25","75",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2014",201
2014-06-13,"8",20,"SMS","LWP","North Beach HIGH 2014","100",NA,"2",NA,NA,NA,NA,NA,"North Beach","HIGH","2014",219
2014-06-13,"9",21,"SMS","LWP","North Beach HIGH 2014","100",NA,"8",NA,NA,NA,NA,NA,"North Beach","HIGH","2014",230
2014-06-13,"10",23,"SCL","SCL","North Beach HIGH 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2014",243
2014-06-13,"1",1,"SMS","LWP","North Beach MID 2014","100",NA,"5",NA,NA,NA,NA,NA,"North Beach","MID","2014",273
2014-06-13,"2",6,"SMS","LWP","North Beach MID 2014","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","MID","2014",216
2014-06-13,"3",10,"KRH","KRH","North Beach MID 2014","100","0","0.5",NA,NA,NA,NA,NA,"North Beach","MID","2014",277
2014-06-13,"4",11,"KRH","KRH","North Beach MID 2014","100","0","1",NA,NA,NA,NA,NA,"North Beach","MID","2014",278
2014-06-13,"5",14,"KRH","KRH","North Beach MID 2014","100","0","1",NA,NA,NA,NA,NA,"North Beach","MID","2014",281
2014-06-13,"6",15,"KRH","KRH","North Beach MID 2014","100","0","0.5",NA,NA,NA,NA,NA,"North Beach","MID","2014",275
2014-06-13,"7",18,"LWP","SMS","North Beach MID 2014","100",NA,"2",NA,NA,NA,NA,NA,"North Beach","MID","2014",267
2014-06-13,"8",20,"KRH","KRH","North Beach MID 2014","100","0","20",NA,NA,NA,NA,NA,"North Beach","MID","2014",279
2014-06-13,"9",21,"KRH","KRH","North Beach MID 2014","100","0","20",NA,NA,NA,NA,NA,"North Beach","MID","2014",285
2014-06-13,"10",22,"LWP","SMS","North Beach MID 2014","100",NA,"10",NA,NA,NA,NA,NA,"North Beach","MID","2014",266
2014-06-13,"1",2,"SCL","SCL","North Beach LOW 2014","100","0","9",NA,NA,NA,NA,NA,"North Beach","LOW","2014",122
2014-06-13,"2",3,"SCL","SCL","North Beach LOW 2014","100","0","6",NA,NA,NA,NA,NA,"North Beach","LOW","2014",97
2014-06-13,"3",7,"KRH","SMS","North Beach LOW 2014","100","0","8",NA,NA,NA,NA,NA,"North Beach","LOW","2014",96
2014-06-13,"4",14,"SMS","LWP","North Beach LOW 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2014",110
2014-06-13,"5",17,"KRH","KRH","North Beach LOW 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2014",148
2014-06-13,"6",18,"KRH","KRH","North Beach LOW 2014","100","0","0..5",NA,NA,NA,NA,NA,"North Beach","LOW","2014",171
2014-06-13,"7",19,"KRH","KRH","North Beach LOW 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2014",137
2014-06-13,"8",20,"KRH","KRH","North Beach LOW 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2014",111
2014-06-13,"9",22,"KRH","KRH","North Beach LOW 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2014",139
2014-06-13,"10",23,"KRH","KRH","North Beach LOW 2014","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2014",157
2014-06-14,"1",2,"SMS","JMB","Fifth Beach HIGH 2014","95","5","6",NA,NA,NA,"6",NA,"Fifth Beach","HIGH","2014",350
2014-06-14,"2",4,"KRH","OCP","Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",381
2014-06-14,"3",5,"KRH","OCP","Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",370
2014-06-14,"4",6,"SCL","SCL","Fifth Beach HIGH 2014","100","0.5","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",280
2014-06-14,"5",7,"SCL","SCL","Fifth Beach HIGH 2014","78","22","12",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",248
2014-06-14,"6",13,"SMS","JMB","Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",311
2014-06-14,"7",15,"SMS","JMB","Fifth Beach HIGH 2014","100","6","8",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",243
2014-06-14,"8",19,"KRH","OCP","Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",283
2014-06-14,"9",21,"SMS","JMB","Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",319
2014-06-14,"10",25,"KRH","OCP","Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2014",369
2014-06-14,"1",1,"SMS","JMB","Fifth Beach MID 2014","97","3",NA,NA,NA,NA,"51",NA,"Fifth Beach","MID","2014",252
2014-06-14,"2",2,"KRH","OCP","Fifth Beach MID 2014","92","8",NA,NA,NA,NA,"86",NA,"Fifth Beach","MID","2014",236
2014-06-14,"3",3,"SMS","JMB","Fifth Beach MID 2014","68","32",NA,NA,NA,NA,"3",NA,"Fifth Beach","MID","2014",198
2014-06-14,"4",4,"KRH","OCP","Fifth Beach MID 2014","64","36","4",NA,NA,NA,"54",NA,"Fifth Beach","MID","2014",221
2014-06-14,"5",8,"SCL","SCL","Fifth Beach MID 2014","95","5","0",NA,NA,NA,"5",NA,"Fifth Beach","MID","2014",209
2014-06-14,"6",9,"SCL","SCL","Fifth Beach MID 2014","100","0","21",NA,NA,NA,"2",NA,"Fifth Beach","MID","2014",203
2014-06-14,"7",11,"KRH","OCP","Fifth Beach MID 2014","100",NA,"2",NA,NA,NA,"5",NA,"Fifth Beach","MID","2014",221
2014-06-14,"8",12,"KRH","OCP","Fifth Beach MID 2014","100",NA,"2",NA,NA,NA,"1",NA,"Fifth Beach","MID","2014",234
2014-06-14,"9",18,"SMS","JMB","Fifth Beach MID 2014","100",NA,NA,NA,NA,NA,"19",NA,"Fifth Beach","MID","2014",225
2014-06-14,"10",24,"SCL","SCL","Fifth Beach MID 2014","100","0","0.5",NA,NA,NA,"0",NA,"Fifth Beach","MID","2014",244
2014-06-14,"1",2,"KRH","OCP","Fifth Beach LOW 2014","17","83",NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",152
2014-06-14,"2",3,"SMS","JMB","Fifth Beach LOW 2014","14","86",NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",137
2014-06-14,"3",5,"SCL","SCL","Fifth Beach LOW 2014","93","7","5",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",138
2014-06-14,"4",7,"SCL","SCL","Fifth Beach LOW 2014","96","4","0.5",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",166
2014-06-14,"5",14,"KRH","OCP","Fifth Beach LOW 2014","100",NA,"1",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",147
2014-06-14,"6",16,"SMS","JMB","Fifth Beach LOW 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",152
2014-06-14,"7",18,"KRH","KRH","Fifth Beach LOW 2014","100",NA,"5",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",207
2014-06-14,"8",19,"KRH","KRH","Fifth Beach LOW 2014","100",NA,NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",223
2014-06-14,"9",20,"SCL","SCL","Fifth Beach LOW 2014","100","0","1",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",204
2014-06-14,"10",22,"SCL","SCL","Fifth Beach LOW 2014","100","0","9",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2014",200
2015-06-14,"1",1,"PTM","PTM","West Beach HIGH 2015","100","0.5","0","89","11",NA,NA,NA,"West Beach","HIGH","2015",239
2015-06-14,"2",2,"PTM","PTM","West Beach HIGH 2015","100","0","0","80","20",NA,NA,NA,"West Beach","HIGH","2015",253
2015-06-14,"3",9,"SCL","SCL","West Beach HIGH 2015","100","0","3","80","16","4",NA,NA,"West Beach","HIGH","2015",247
2015-06-14,"4",11,"SCL","SCL","West Beach HIGH 2015","100","0","0","100",NA,NA,NA,NA,"West Beach","HIGH","2015",234
2015-06-14,"5",13,"SS","LML","West Beach HIGH 2015","100",NA,NA,"99","1",NA,NA,NA,"West Beach","HIGH","2015",248
2015-06-14,"6",15,"SS","LML","West Beach HIGH 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2015",242
2015-06-14,"7",21,"PTM","PTM","West Beach HIGH 2015","100","2","14","76","22",NA,NA,NA,"West Beach","HIGH","2015",221
2015-06-14,"8",35,"SS","LML","West Beach HIGH 2015","100",NA,NA,"97","3",NA,NA,NA,"West Beach","HIGH","2015",279
2015-06-14,"9",36,"SS","LML","West Beach HIGH 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2015",326
2015-06-14,"10",39,"SCL","SCL","West Beach HIGH 2015","100","0","0","83","17",NA,NA,NA,"West Beach","HIGH","2015",293
2015-06-14,"1",2,"SCL","SCL","West Beach MID 2015","100","0","0","68","31","1",NA,NA,"West Beach","MID","2015",168
2015-06-14,"2",8,"PTM","PTM","West Beach MID 2015","100","0","0","80","20",NA,NA,NA,"West Beach","MID","2015",173
2015-06-14,"3",12,"SCL","SCL","West Beach MID 2015","100","0","22","65","25","10",NA,NA,"West Beach","MID","2015",203
2015-06-14,"4",14,"SS","LML","West Beach MID 2015","100",NA,"47",NA,NA,NA,NA,NA,"West Beach","MID","2015",172
2015-06-14,"5",17,"SS","LML","West Beach MID 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","MID","2015",174
2015-06-14,"6",26,"PTM","PTM","West Beach MID 2015","100","0","0",NA,NA,NA,NA,NA,"West Beach","MID","2015",196
2015-06-14,"7",41,"SS","LML","West Beach MID 2015","100",NA,NA,"31","69",NA,NA,NA,"West Beach","MID","2015",205
2015-06-14,"8",44,"SS","LML","West Beach MID 2015","100",NA,NA,"89","11",NA,NA,NA,"West Beach","MID","2015",202
2015-06-14,"9",45,"SCL","SCL","West Beach MID 2015","100","0","0","73","27",NA,NA,NA,"West Beach","MID","2015",195
2015-06-14,"10",46,"SCL","SCL","West Beach MID 2015","100","0","0","60","40","0.5",NA,NA,"West Beach","MID","2015",181
2014-06-12,"1",1,"SCL","SCL","West Beach LOW 2015","100","0","0","85","13","2",NA,NA,"West Beach","LOW","2015",124
2014-06-12,"2",3,"SCL","SCL","West Beach LOW 2015","100","0.5","9","100",NA,NA,NA,NA,"West Beach","LOW","2015",88
2014-06-12,"3",4,"SS","LML","West Beach LOW 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","LOW","2015",95
2014-06-12,"4",15,"SS","LML","West Beach LOW 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","LOW","2015",116
2014-06-12,"5",17,"SS","LML","West Beach LOW 2015","100",NA,NA,"72","28",NA,NA,NA,"West Beach","LOW","2015",90
2014-06-12,"6",21,"SCL","SCL","West Beach LOW 2015","100","0","0",NA,NA,NA,NA,NA,"West Beach","LOW","2015",112
2014-06-12,"7",26,"SS","LML","West Beach LOW 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","LOW","2015",102
