"LA BAIE DEPARTURE (LA STATION BIOLOGIQUE DU PACIFIQUE):
TOUS LES JOURS LA TEMPÉRATURE ET SALINITÉ DE SURFACE DE LA MER",,,,
11/9/1920,25.5,9.3,49.2103,-123.9554
11/10/1920,25.2,9,49.2103,-123.9554
11/11/1920,27,8.5,49.2103,-123.9554
11/12/1920,26.8,8.5,49.2103,-123.9554
11/13/1920,23.1,8,49.2103,-123.9554
11/14/1920,23.5,8,49.2103,-123.9554
11/15/1920,26.6,8.9,49.2103,-123.9554
11/16/1920,25.8,9.3,49.2103,-123.9554
11/17/1920,26,9.7,49.2103,-123.9554
11/18/1920,15.6,9,49.2103,-123.9554
11/19/1920,15.2,9,49.2103,-123.9554
11/20/1920,16.6,7.5,49.2103,-123.9554
11/21/1920,13.2,7.8,49.2103,-123.9554
11/22/1920,15.2,8,49.2103,-123.9554
11/23/1920,17.2,8,49.2103,-123.9554
11/24/1920,22.9,9,49.2103,-123.9554
11/25/1920,22.8,8.5,49.2103,-123.9554
11/26/1920,25.6,8.8,49.2103,-123.9554
11/27/1920,26.5,8.5,49.2103,-123.9554
11/28/1920,18.1,8,49.2103,-123.9554
11/29/1920,19.4,8.8,49.2103,-123.9554
11/30/1920,23.3,8.9,49.2103,-123.9554
12/1/1920,13.4,7.9,49.2103,-123.9554
12/2/1920,19.2,7.8,49.2103,-123.9554
12/3/1920,22.2,8.5,49.2103,-123.9554
12/4/1920,26.5,8.5,49.2103,-123.9554
12/5/1920,26.1,7.3,49.2103,-123.9554
12/6/1920,25.9,8.5,49.2103,-123.9554
12/7/1920,17.4,6.4,49.2103,-123.9554
12/8/1920,22.4,6.2,49.2103,-123.9554
12/9/1920,21.4,7.8,49.2103,-123.9554
12/10/1920,17,7,49.2103,-123.9554
12/11/1920,25.9,8,49.2103,-123.9554
12/12/1920,24.8,6.7,49.2103,-123.9554
12/13/1920,26.7,7.1,49.2103,-123.9554
12/14/1920,23.1,6.1,49.2103,-123.9554
12/15/1920,17.3,5.4,49.2103,-123.9554
12/16/1920,22.4,6.8,49.2103,-123.9554
12/17/1920,15.5,6.8,49.2103,-123.9554
12/18/1920,18.7,7.6,49.2103,-123.9554
12/19/1920,23.7,7,49.2103,-123.9554
12/20/1920,26.8,8.3,49.2103,-123.9554
12/21/1920,24.6,7.4,49.2103,-123.9554
12/22/1920,24.6,6.9,49.2103,-123.9554
12/23/1920,23.7,7.5,49.2103,-123.9554
12/24/1920,27,8.5,49.2103,-123.9554
12/25/1920,27.6,8,49.2103,-123.9554
12/26/1920,21,6.8,49.2103,-123.9554
12/27/1920,16.8,6.8,49.2103,-123.9554
12/28/1920,23.1,7.8,49.2103,-123.9554
12/29/1920,18,7.5,49.2103,-123.9554
12/30/1920,16.6,7,49.2103,-123.9554
12/31/1920,22.8,6,49.2103,-123.9554
1/1/1921,23.9,7.1,49.2103,-123.9554
1/2/1921,26.9,7.8,49.2103,-123.9554
1/3/1921,25.3,7,49.2103,-123.9554
1/4/1921,25.4,6.5,49.2103,-123.9554
1/5/1921,24.1,5.8,49.2103,-123.9554
1/6/1921,25.3,6,49.2103,-123.9554
1/7/1921,25.2,6.8,49.2103,-123.9554
1/8/1921,23.6,6.3,49.2103,-123.9554
1/9/1921,21.8,7,49.2103,-123.9554
1/10/1921,13.1,3.8,49.2103,-123.9554
1/11/1921,17.2,3.9,49.2103,-123.9554
1/12/1921,27,6.5,49.2103,-123.9554
1/13/1921,18,6.3,49.2103,-123.9554
1/14/1921,17.3,7.5,49.2103,-123.9554
1/15/1921,24.1,6.8,49.2103,-123.9554
1/16/1921,14.3,4.2,49.2103,-123.9554
1/17/1921,17.9,4.6,49.2103,-123.9554
1/18/1921,21,7.5,49.2103,-123.9554
1/19/1921,26.4,6.1,49.2103,-123.9554
1/20/1921,21.4,5.8,49.2103,-123.9554
1/21/1921,21.6,4.9,49.2103,-123.9554
1/22/1921,23.2,6.2,49.2103,-123.9554
1/23/1921,20.1,5.2,49.2103,-123.9554
1/24/1921,25.1,7,49.2103,-123.9554
1/25/1921,26.9,7,49.2103,-123.9554
1/26/1921,22.2,6.7,49.2103,-123.9554
1/27/1921,23.7,7.4,49.2103,-123.9554
1/28/1921,26.7,6.5,49.2103,-123.9554
1/29/1921,26.6,6,49.2103,-123.9554
1/30/1921,25,6,49.2103,-123.9554
1/31/1921,20.3,6,49.2103,-123.9554
2/1/1921,15.6,6.5,49.2103,-123.9554
2/2/1921,18.9,6.9,49.2103,-123.9554
2/3/1921,27.4,6.8,49.2103,-123.9554
2/4/1921,27.3,6.8,49.2103,-123.9554
2/5/1921,25.7,6.4,49.2103,-123.9554
2/6/1921,21.9,5.4,49.2103,-123.9554
2/7/1921,25.4,6.2,49.2103,-123.9554
2/8/1921,18.8,6.3,49.2103,-123.9554
2/9/1921,15.9,6.2,49.2103,-123.9554
2/10/1921,25.4,7.1,49.2103,-123.9554
2/11/1921,19.6,8,49.2103,-123.9554
2/12/1921,25,7,49.2103,-123.9554
2/13/1921,26.7,6.2,49.2103,-123.9554
2/14/1921,25.8,5.7,49.2103,-123.9554
2/15/1921,26.3,6.5,49.2103,-123.9554
2/16/1921,18.9,1.1,49.2103,-123.9554
2/17/1921,22.6,3.8,49.2103,-123.9554
2/18/1921,18.8,5,49.2103,-123.9554
2/19/1921,25.3,6.3,49.2103,-123.9554
2/20/1921,26.8,6.9,49.2103,-123.9554
2/21/1921,22.1,5.4,49.2103,-123.9554
2/22/1921,26.5,6.5,49.2103,-123.9554
2/23/1921,25.5,7.1,49.2103,-123.9554
2/24/1921,16.4,6.9,49.2103,-123.9554
2/25/1921,14,7.6,49.2103,-123.9554
2/26/1921,23.7,7.8,49.2103,-123.9554
2/27/1921,17.7,7,49.2103,-123.9554
2/28/1921,25.2,6.4,49.2103,-123.9554
3/1/1921,25.9,7.1,49.2103,-123.9554
3/2/1921,20.8,6.7,49.2103,-123.9554
3/3/1921,10.6,7.5,49.2103,-123.9554
3/4/1921,25.4,7.4,49.2103,-123.9554
3/5/1921,19.3,6.5,49.2103,-123.9554
3/6/1921,25.7,7.5,49.2103,-123.9554
3/7/1921,14.3,7,49.2103,-123.9554
3/8/1921,19.4,7,49.2103,-123.9554
3/9/1921,26.6,8.2,49.2103,-123.9554
3/10/1921,26,7.6,49.2103,-123.9554
3/11/1921,26.7,7.8,49.2103,-123.9554
3/12/1921,23.2,6,49.2103,-123.9554
3/13/1921,26.6,6.9,49.2103,-123.9554
3/14/1921,26.7,7,49.2103,-123.9554
3/15/1921,26.8,6.9,49.2103,-123.9554
3/16/1921,20.5,7.6,49.2103,-123.9554
3/17/1921,26.1,7.6,49.2103,-123.9554
3/18/1921,21.9,8.5,49.2103,-123.9554
3/19/1921,27.6,7.8,49.2103,-123.9554
3/20/1921,27.1,6.7,49.2103,-123.9554
3/21/1921,25.4,7,49.2103,-123.9554
3/22/1921,26.1,7.5,49.2103,-123.9554
3/23/1921,26.1,7.9,49.2103,-123.9554
3/24/1921,18.7,8.5,49.2103,-123.9554
3/25/1921,26.8,7.1,49.2103,-123.9554
3/26/1921,27,8,49.2103,-123.9554
3/27/1921,27.1,7.5,49.2103,-123.9554
3/28/1921,26.5,6.7,49.2103,-123.9554
3/29/1921,26.9,8.5,49.2103,-123.9554
3/30/1921,27.1,7.8,49.2103,-123.9554
3/31/1921,24.9,8.8,49.2103,-123.9554
4/1/1921,26.8,8.3,49.2103,-123.9554
4/2/1921,27,9.8,49.2103,-123.9554
4/3/1921,26.9,7.8,49.2103,-123.9554
4/4/1921,27,8,49.2103,-123.9554
4/5/1921,27,8,49.2103,-123.9554
4/6/1921,24.7,8.5,49.2103,-123.9554
4/7/1921,27,8.5,49.2103,-123.9554
4/8/1921,26.4,9,49.2103,-123.9554
4/9/1921,26,9.8,49.2103,-123.9554
4/10/1921,27.6,10.1,49.2103,-123.9554
4/11/1921,27.8,10.8,49.2103,-123.9554
4/12/1921,26.7,10.7,49.2103,-123.9554
4/13/1921,25.9,8.1,49.2103,-123.9554
4/14/1921,26.9,8.3,49.2103,-123.9554
4/15/1921,26.9,8.7,49.2103,-123.9554
4/16/1921,27,8.9,49.2103,-123.9554
4/17/1921,27.1,8.9,49.2103,-123.9554
4/18/1921,27.1,9.1,49.2103,-123.9554
4/19/1921,26,9.7,49.2103,-123.9554
4/20/1921,26.9,8.9,49.2103,-123.9554
4/21/1921,25.9,9.4,49.2103,-123.9554
4/22/1921,27,9,49.2103,-123.9554
4/23/1921,27.4,9,49.2103,-123.9554
4/24/1921,27.1,9.4,49.2103,-123.9554
4/25/1921,27.1,9.4,49.2103,-123.9554
4/26/1921,27.1,8.9,49.2103,-123.9554
4/27/1921,26.3,9.8,49.2103,-123.9554
4/28/1921,26.1,9.3,49.2103,-123.9554
4/29/1921,27.1,9.1,49.2103,-123.9554
4/30/1921,27.1,9,49.2103,-123.9554
5/1/1921,24.1,9.4,49.2103,-123.9554
5/2/1921,27.2,9.4,49.2103,-123.9554
5/3/1921,18.8,9.9,49.2103,-123.9554
5/4/1921,27.4,10.8,49.2103,-123.9554
5/5/1921,26.9,10.8,49.2103,-123.9554
5/6/1921,26.8,12.5,49.2103,-123.9554
5/7/1921,26.5,11.8,49.2103,-123.9554
5/8/1921,17.4,11.1,49.2103,-123.9554
5/9/1921,26.9,11.9,49.2103,-123.9554
5/10/1921,25.5,10.6,49.2103,-123.9554
5/11/1921,27.6,10.1,49.2103,-123.9554
5/12/1921,27.4,10.9,49.2103,-123.9554
5/13/1921,25.1,11.8,49.2103,-123.9554
5/14/1921,27.6,13.1,49.2103,-123.9554
5/15/1921,27.7,13.1,49.2103,-123.9554
5/16/1921,27.2,13.5,49.2103,-123.9554
5/17/1921,22.3,13.5,49.2103,-123.9554
5/18/1921,20.3,13.6,49.2103,-123.9554
5/19/1921,17.6,13.1,49.2103,-123.9554
5/20/1921,25.7,10.9,49.2103,-123.9554
5/21/1921,27.9,11.9,49.2103,-123.9554
5/22/1921,27.9,13.4,49.2103,-123.9554
5/23/1921,27.2,14,49.2103,-123.9554
5/24/1921,28.7,14.8,49.2103,-123.9554
5/25/1921,26.6,15.1,49.2103,-123.9554
5/26/1921,24.3,13.8,49.2103,-123.9554
5/27/1921,25.1,14.4,49.2103,-123.9554
5/28/1921,25.9,14.5,49.2103,-123.9554
5/29/1921,27.3,13.9,49.2103,-123.9554
5/30/1921,28.5,14.5,49.2103,-123.9554
5/31/1921,28.5,15.5,49.2103,-123.9554
6/1/1921,26.9,15,49.2103,-123.9554
6/2/1921,25.3,15.6,49.2103,-123.9554
6/3/1921,28.9,15.4,49.2103,-123.9554
6/4/1921,28.6,15,49.2103,-123.9554
6/5/1921,23.3,15,49.2103,-123.9554
6/6/1921,24.7,15.5,49.2103,-123.9554
6/7/1921,28.1,13.8,49.2103,-123.9554
6/8/1921,28.3,14.1,49.2103,-123.9554
6/9/1921,27.4,14.3,49.2103,-123.9554
6/10/1921,27.9,13.5,49.2103,-123.9554
6/11/1921,27.4,14,49.2103,-123.9554
6/12/1921,27.1,14,49.2103,-123.9554
6/13/1921,18,15.8,49.2103,-123.9554
6/14/1921,23.4,14,49.2103,-123.9554
6/15/1921,26.6,13.5,49.2103,-123.9554
6/16/1921,27.6,14.5,49.2103,-123.9554
6/17/1921,18.2,15,49.2103,-123.9554
6/18/1921,19.8,14.5,49.2103,-123.9554
6/19/1921,22.8,14.7,49.2103,-123.9554
6/20/1921,24.1,13.6,49.2103,-123.9554
6/21/1921,27.7,12.4,49.2103,-123.9554
6/22/1921,19.7,13.8,49.2103,-123.9554
6/23/1921,14.4,15.7,49.2103,-123.9554
6/24/1921,15.3,15.9,49.2103,-123.9554
6/25/1921,19.1,17,49.2103,-123.9554
6/26/1921,22.5,15.2,49.2103,-123.9554
6/27/1921,22.8,14.7,49.2103,-123.9554
6/28/1921,26.2,14.8,49.2103,-123.9554
6/29/1921,17.4,17,49.2103,-123.9554
6/30/1921,17.6,16.8,49.2103,-123.9554
7/1/1921,25.5,15.5,49.2103,-123.9554
7/2/1921,18.1,15.8,49.2103,-123.9554
7/3/1921,19.3,16.4,49.2103,-123.9554
7/4/1921,21.9,15.9,49.2103,-123.9554
7/5/1921,24.7,16.1,49.2103,-123.9554
7/6/1921,21.3,16.1,49.2103,-123.9554
7/7/1921,24.6,15.9,49.2103,-123.9554
7/8/1921,26.5,14,49.2103,-123.9554
7/9/1921,24.7,15.5,49.2103,-123.9554
7/10/1921,19.7,16.4,49.2103,-123.9554
7/11/1921,19.9,17,49.2103,-123.9554
7/12/1921,20.3,18,49.2103,-123.9554
7/13/1921,20.8,17.5,49.2103,-123.9554
7/14/1921,22.3,18,49.2103,-123.9554
7/15/1921,23.2,18.2,49.2103,-123.9554
7/16/1921,25.3,15.8,49.2103,-123.9554
7/17/1921,22.9,17.9,49.2103,-123.9554
7/18/1921,23.4,18.2,49.2103,-123.9554
7/19/1921,21.6,18.8,49.2103,-123.9554
7/20/1921,21.4,18.3,49.2103,-123.9554
7/21/1921,22.4,18.6,49.2103,-123.9554
7/22/1921,24.8,17.8,49.2103,-123.9554
7/23/1921,25.3,17.4,49.2103,-123.9554
7/24/1921,21.6,19.4,49.2103,-123.9554
7/25/1921,19.9,19.9,49.2103,-123.9554
7/26/1921,20,19.2,49.2103,-123.9554
7/27/1921,23,18.7,49.2103,-123.9554
7/28/1921,24.7,18.7,49.2103,-123.9554
7/29/1921,20.3,19.6,49.2103,-123.9554
7/30/1921,20.4,20.1,49.2103,-123.9554
7/31/1921,21.3,20.5,49.2103,-123.9554
8/1/1921,99.9,19,49.2103,-123.9554
8/2/1921,23.1,20.7,49.2103,-123.9554
8/3/1921,23.5,18.7,49.2103,-123.9554
8/4/1921,19.8,18,49.2103,-123.9554
8/5/1921,19.9,17.6,49.2103,-123.9554
8/6/1921,23,17.7,49.2103,-123.9554
8/7/1921,22.3,18.6,49.2103,-123.9554
8/8/1921,18.4,19.5,49.2103,-123.9554
8/9/1921,19.3,19.7,49.2103,-123.9554
8/10/1921,19.6,19.2,49.2103,-123.9554
8/11/1921,20.8,19.1,49.2103,-123.9554
8/12/1921,21.2,19.6,49.2103,-123.9554
8/13/1921,21.6,19.1,49.2103,-123.9554
8/14/1921,22.6,19,49.2103,-123.9554
8/15/1921,23.3,17.5,49.2103,-123.9554
8/16/1921,24.7,15.9,49.2103,-123.9554
8/17/1921,26.1,14.9,49.2103,-123.9554
8/18/1921,27.9,13.2,49.2103,-123.9554
8/19/1921,27.2,14.2,49.2103,-123.9554
8/20/1921,19.5,16.2,49.2103,-123.9554
8/21/1921,19,15.7,49.2103,-123.9554
8/22/1921,20.3,15,49.2103,-123.9554
8/23/1921,22.1,14.2,49.2103,-123.9554
8/24/1921,24.8,13.7,49.2103,-123.9554
8/25/1921,25.7,13.7,49.2103,-123.9554
8/26/1921,22,14.7,49.2103,-123.9554
8/27/1921,22,15,49.2103,-123.9554
8/28/1921,22.3,16.7,49.2103,-123.9554
8/29/1921,22.3,16.7,49.2103,-123.9554
8/30/1921,22.8,17,49.2103,-123.9554
8/31/1921,24.2,15.6,49.2103,-123.9554
9/1/1921,26.7,13.6,49.2103,-123.9554
9/2/1921,27.4,12.7,49.2103,-123.9554
9/3/1921,26.4,13.2,49.2103,-123.9554
9/4/1921,27.6,12.9,49.2103,-123.9554
9/5/1921,14.7,13.1,49.2103,-123.9554
9/6/1921,14,13.2,49.2103,-123.9554
9/7/1921,26.6,13.8,49.2103,-123.9554
9/8/1921,24.4,14.2,49.2103,-123.9554
9/9/1921,22.9,15,49.2103,-123.9554
9/10/1921,22.6,15,49.2103,-123.9554
9/11/1921,23,14.8,49.2103,-123.9554
9/12/1921,23.4,13.2,49.2103,-123.9554
9/13/1921,24.3,14,49.2103,-123.9554
9/14/1921,25.3,14.4,49.2103,-123.9554
9/15/1921,25.8,14.5,49.2103,-123.9554
9/16/1921,26,14.3,49.2103,-123.9554
9/17/1921,26.4,14,49.2103,-123.9554
9/18/1921,26,14,49.2103,-123.9554
9/19/1921,27.1,12.6,49.2103,-123.9554
9/20/1921,27,12.6,49.2103,-123.9554
9/21/1921,27.5,11,49.2103,-123.9554
9/22/1921,28.5,11.2,49.2103,-123.9554
9/23/1921,27.3,10.7,49.2103,-123.9554
9/24/1921,25.4,10.5,49.2103,-123.9554
9/25/1921,27.4,10.5,49.2103,-123.9554
9/26/1921,26.5,10.5,49.2103,-123.9554
9/27/1921,24.4,11,49.2103,-123.9554
9/28/1921,28.1,10.2,49.2103,-123.9554
9/29/1921,23.8,11,49.2103,-123.9554
9/30/1921,26,11,49.2103,-123.9554
10/1/1921,25.7,11.4,49.2103,-123.9554
10/2/1921,25.5,11,49.2103,-123.9554
10/3/1921,25.9,11.4,49.2103,-123.9554
10/4/1921,26.1,11.8,49.2103,-123.9554
10/5/1921,26,11.9,49.2103,-123.9554
10/6/1921,25.9,11.3,49.2103,-123.9554
10/7/1921,26.1,11.2,49.2103,-123.9554
10/8/1921,25.8,12,49.2103,-123.9554
10/9/1921,25.9,12.3,49.2103,-123.9554
10/10/1921,26.3,12,49.2103,-123.9554
10/11/1921,26.4,12.3,49.2103,-123.9554
10/12/1921,26.3,12.6,49.2103,-123.9554
10/13/1921,25.7,12,49.2103,-123.9554
10/14/1921,26.3,11.4,49.2103,-123.9554
10/15/1921,26.8,10.5,49.2103,-123.9554
10/16/1921,23.4,9.4,49.2103,-123.9554
10/17/1921,17,10,49.2103,-123.9554
10/18/1921,18.2,9.4,49.2103,-123.9554
10/19/1921,99.9,9.2,49.2103,-123.9554
10/20/1921,16.9,9.4,49.2103,-123.9554
10/21/1921,23.2,10.2,49.2103,-123.9554
10/22/1921,24,10,49.2103,-123.9554
10/23/1921,24,9.4,49.2103,-123.9554
10/24/1921,22.1,9.8,49.2103,-123.9554
10/25/1921,24.3,9.9,49.2103,-123.9554
10/26/1921,19.1,8.8,49.2103,-123.9554
10/27/1921,17.7,8.6,49.2103,-123.9554
10/28/1921,9.2,9.4,49.2103,-123.9554
10/29/1921,10.4,9,49.2103,-123.9554
10/30/1921,16.6,8.4,49.2103,-123.9554
10/31/1921,24.5,8,49.2103,-123.9554
11/1/1921,11.9,8.9,49.2103,-123.9554
11/2/1921,23.8,8.8,49.2103,-123.9554
11/3/1921,23.4,8.8,49.2103,-123.9554
11/4/1921,21.1,8.9,49.2103,-123.9554
11/5/1921,25.2,9.2,49.2103,-123.9554
11/6/1921,19.9,9.4,49.2103,-123.9554
11/7/1921,20.2,9,49.2103,-123.9554
11/8/1921,22.1,9.6,49.2103,-123.9554
11/9/1921,22.8,9,49.2103,-123.9554
11/10/1921,21.2,8.7,49.2103,-123.9554
11/11/1921,21.1,9,49.2103,-123.9554
11/12/1921,26.4,9.2,49.2103,-123.9554
11/13/1921,26.8,9.4,49.2103,-123.9554
11/14/1921,25.6,9,49.2103,-123.9554
11/15/1921,25.3,8.9,49.2103,-123.9554
11/16/1921,21.6,7.5,49.2103,-123.9554
11/17/1921,25.1,7.5,49.2103,-123.9554
11/18/1921,25,7.9,49.2103,-123.9554
11/19/1921,20.5,4.4,49.2103,-123.9554
11/20/1921,24.2,5,49.2103,-123.9554
11/21/1921,23.8,5.4,49.2103,-123.9554
11/22/1921,26.6,6.2,49.2103,-123.9554
11/23/1921,27.5,7.6,49.2103,-123.9554
11/24/1921,23.7,7.9,49.2103,-123.9554
11/25/1921,24.2,7.5,49.2103,-123.9554
11/26/1921,19.6,6.9,49.2103,-123.9554
11/27/1921,14,6.9,49.2103,-123.9554
11/28/1921,12.3,5.2,49.2103,-123.9554
11/29/1921,11.4,5.2,49.2103,-123.9554
11/30/1921,18.4,7.2,49.2103,-123.9554
12/1/1921,10.1,5.9,49.2103,-123.9554
12/2/1921,27.6,8,49.2103,-123.9554
12/3/1921,18.6,4.7,49.2103,-123.9554
12/4/1921,22.5,5.4,49.2103,-123.9554
12/5/1921,22.9,5.4,49.2103,-123.9554
12/6/1921,13.1,6.5,49.2103,-123.9554
12/7/1921,21.9,7,49.2103,-123.9554
12/8/1921,22.9,7.2,49.2103,-123.9554
12/9/1921,20.7,7.3,49.2103,-123.9554
12/10/1921,21.7,7.8,49.2103,-123.9554
12/11/1921,14.5,7.9,49.2103,-123.9554
12/12/1921,10.2,7,49.2103,-123.9554
12/13/1921,18.4,6,49.2103,-123.9554
12/14/1921,24.4,7.8,49.2103,-123.9554
12/15/1921,25.5,6.8,49.2103,-123.9554
12/16/1921,20.1,4.1,49.2103,-123.9554
12/17/1921,26.7,6.5,49.2103,-123.9554
12/18/1921,26.9,6.5,49.2103,-123.9554
12/19/1921,20.9,2.5,49.2103,-123.9554
12/20/1921,19.6,0.4,49.2103,-123.9554
12/21/1921,20.9,3.2,49.2103,-123.9554
12/22/1921,27.6,6.5,49.2103,-123.9554
12/23/1921,27,5.4,49.2103,-123.9554
12/24/1921,27.3,6,49.2103,-123.9554
12/25/1921,27.6,5.8,49.2103,-123.9554
12/26/1921,27.7,5,49.2103,-123.9554
12/27/1921,27.3,4.9,49.2103,-123.9554
12/28/1921,23.4,4.7,49.2103,-123.9554
12/29/1921,27.1,5.2,49.2103,-123.9554
12/30/1921,28.7,6.8,49.2103,-123.9554
12/31/1921,25.4,6,49.2103,-123.9554
1/1/1922,28.1,6.5,49.2103,-123.9554
1/2/1922,28.8,7,49.2103,-123.9554
1/3/1922,26.8,6,49.2103,-123.9554
1/4/1922,28.2,6.8,49.2103,-123.9554
1/5/1922,28.4,6.4,49.2103,-123.9554
1/6/1922,29.5,7.8,49.2103,-123.9554
1/7/1922,27.6,7.3,49.2103,-123.9554
1/8/1922,26.7,6.2,49.2103,-123.9554
1/9/1922,29.5,7,49.2103,-123.9554
1/10/1922,29.4,7,49.2103,-123.9554
1/11/1922,29,6.2,49.2103,-123.9554
1/12/1922,15.1,5,49.2103,-123.9554
1/13/1922,27.9,5,49.2103,-123.9554
1/14/1922,29.2,6,49.2103,-123.9554
1/15/1922,28,5.8,49.2103,-123.9554
1/16/1922,29.6,5.4,49.2103,-123.9554
1/17/1922,28,5.8,49.2103,-123.9554
1/18/1922,27.8,4.1,49.2103,-123.9554
1/19/1922,25.5,4.1,49.2103,-123.9554
1/20/1922,27.8,5,49.2103,-123.9554
1/21/1922,27.9,5.8,49.2103,-123.9554
1/22/1922,28.2,6,49.2103,-123.9554
1/23/1922,29.1,6.8,49.2103,-123.9554
1/24/1922,28.3,6,49.2103,-123.9554
1/25/1922,25.4,6.5,49.2103,-123.9554
1/26/1922,26.6,6,49.2103,-123.9554
1/27/1922,30.5,7.2,49.2103,-123.9554
1/28/1922,29.1,6.8,49.2103,-123.9554
1/29/1922,28.8,6.5,49.2103,-123.9554
1/30/1922,28.7,6,49.2103,-123.9554
1/31/1922,28.6,5.4,49.2103,-123.9554
2/1/1922,28.7,5,49.2103,-123.9554
2/2/1922,27.9,4.7,49.2103,-123.9554
2/3/1922,27.7,4.4,49.2103,-123.9554
2/4/1922,28.5,5.6,49.2103,-123.9554
2/5/1922,29.1,6.8,49.2103,-123.9554
2/6/1922,28.5,6.2,49.2103,-123.9554
2/7/1922,28.6,6,49.2103,-123.9554
2/8/1922,27.8,6,49.2103,-123.9554
2/9/1922,24.2,4.4,49.2103,-123.9554
2/10/1922,25.8,5.4,49.2103,-123.9554
2/11/1922,28.1,7,49.2103,-123.9554
2/12/1922,29,6.5,49.2103,-123.9554
2/13/1922,28.9,6,49.2103,-123.9554
2/14/1922,24.1,4.4,49.2103,-123.9554
2/15/1922,25.5,4.8,49.2103,-123.9554
2/16/1922,27.8,6,49.2103,-123.9554
2/17/1922,23.4,5.4,49.2103,-123.9554
2/18/1922,24.5,5,49.2103,-123.9554
2/19/1922,29.1,7,49.2103,-123.9554
2/20/1922,28.6,6,49.2103,-123.9554
2/21/1922,28.8,6,49.2103,-123.9554
2/22/1922,24.7,4.6,49.2103,-123.9554
2/23/1922,24.4,4.1,49.2103,-123.9554
2/24/1922,25.3,4.1,49.2103,-123.9554
2/25/1922,25.8,3.8,49.2103,-123.9554
2/26/1922,28.7,5.4,49.2103,-123.9554
2/27/1922,28.7,5.4,49.2103,-123.9554
2/28/1922,29.1,6,49.2103,-123.9554
3/1/1922,27.6,5.8,49.2103,-123.9554
3/2/1922,28.6,6.5,49.2103,-123.9554
3/3/1922,28.6,6.2,49.2103,-123.9554
3/4/1922,29.3,6.5,49.2103,-123.9554
3/5/1922,29.2,6,49.2103,-123.9554
3/6/1922,29.3,6.5,49.2103,-123.9554
3/7/1922,29.7,6,49.2103,-123.9554
3/8/1922,29.1,7,49.2103,-123.9554
3/9/1922,29.4,7,49.2103,-123.9554
3/10/1922,28.8,7,49.2103,-123.9554
3/11/1922,29.6,7,49.2103,-123.9554
3/12/1922,29.4,7,49.2103,-123.9554
3/13/1922,28.5,6.5,49.2103,-123.9554
3/14/1922,29.2,7,49.2103,-123.9554
3/15/1922,28.9,6.8,49.2103,-123.9554
3/16/1922,29.3,6.5,49.2103,-123.9554
3/17/1922,29.9,7,49.2103,-123.9554
3/18/1922,28.1,7.2,49.2103,-123.9554
3/19/1922,29,7,49.2103,-123.9554
3/20/1922,29.5,7,49.2103,-123.9554
3/21/1922,29.6,7,49.2103,-123.9554
3/22/1922,28.3,6,49.2103,-123.9554
3/23/1922,29.6,7,49.2103,-123.9554
3/24/1922,29.3,7.5,49.2103,-123.9554
3/25/1922,29.4,7,49.2103,-123.9554
3/26/1922,29.2,6.8,49.2103,-123.9554
3/27/1922,28.8,7,49.2103,-123.9554
3/28/1922,28.9,6,49.2103,-123.9554
3/29/1922,29.2,7,49.2103,-123.9554
3/30/1922,28.9,7.5,49.2103,-123.9554
3/31/1922,29.6,7.5,49.2103,-123.9554
4/1/1922,29.7,7.5,49.2103,-123.9554
4/2/1922,26.7,6.5,49.2103,-123.9554
4/3/1922,29.2,7,49.2103,-123.9554
4/4/1922,29.8,7.5,49.2103,-123.9554
4/5/1922,29.9,7.5,49.2103,-123.9554
4/6/1922,29.3,7.7,49.2103,-123.9554
4/7/1922,29.5,8,49.2103,-123.9554
4/8/1922,29.4,7.5,49.2103,-123.9554
4/9/1922,29.6,7.5,49.2103,-123.9554
4/10/1922,29.1,7.5,49.2103,-123.9554
4/11/1922,28.3,7.8,49.2103,-123.9554
4/12/1922,29.4,7.8,49.2103,-123.9554
4/13/1922,29.1,7.5,49.2103,-123.9554
4/14/1922,29.4,7.5,49.2103,-123.9554
4/15/1922,29.7,8.2,49.2103,-123.9554
4/16/1922,29.6,8.2,49.2103,-123.9554
4/17/1922,29.6,8.5,49.2103,-123.9554
4/18/1922,29,8.5,49.2103,-123.9554
4/19/1922,28.8,8,49.2103,-123.9554
4/20/1922,28.4,9,49.2103,-123.9554
4/21/1922,29.1,9.4,49.2103,-123.9554
4/22/1922,29.1,9,49.2103,-123.9554
4/23/1922,28,8,49.2103,-123.9554
4/24/1922,28.7,9,49.2103,-123.9554
4/25/1922,28.5,9,49.2103,-123.9554
4/26/1922,28.6,9.8,49.2103,-123.9554
4/27/1922,29,9.4,49.2103,-123.9554
4/28/1922,28.8,9.4,49.2103,-123.9554
4/29/1922,29.2,9.8,49.2103,-123.9554
4/30/1922,29.1,10,49.2103,-123.9554
5/1/1922,28.6,9.4,49.2103,-123.9554
5/2/1922,28,9.4,49.2103,-123.9554
5/3/1922,26.8,9.4,49.2103,-123.9554
5/4/1922,26.5,9,49.2103,-123.9554
5/5/1922,23.9,9,49.2103,-123.9554
5/6/1922,26.4,9,49.2103,-123.9554
5/7/1922,20.1,9,49.2103,-123.9554
5/8/1922,28,7.5,49.2103,-123.9554
5/9/1922,28.4,9,49.2103,-123.9554
5/10/1922,24.9,10,49.2103,-123.9554
5/11/1922,24.8,10.2,49.2103,-123.9554
5/12/1922,25.6,10,49.2103,-123.9554
