ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Project Specific ID,Hakai ID,Source,Lat,Long,Gather Lat,Gather Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Filter Type,Volume (ml),Installed,Collected,Preserved,Analyzed,Lab Technician,NH4+,NO2+NO3 (uM),NO2+NO3 (ug/L),TP,TDP,TN,TDN,SRP,PO4,SiO2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,NH4+ Flag,NO2+NO3 Flag,TP FLag,TDP FLag,TN Flag,TDN FLag,SRP Flag,PO4 Flag,SiO2 Flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,Analyzing Lab,Comments,Quality Log,no2_no3_units,Sample Status,Quality Level
,2290,1,2015-07-16,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5049,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-07-16 15:01:56,2015-07-16 16:57:59,2015-10-30 00:00:00,"Bryn,Nelson,Emma",,0.00911694,,,,,,,0.186681089,0.933553917,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2290,1,2015-07-16,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5050,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-07-16 15:01:56,2015-07-16 16:57:59,2015-10-30 00:00:00,"Bryn,Nelson,Emma",,2.147553241,,,,,,,0.503234118,6.190103105,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2290,1,2015-07-16,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5051,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-07-16 15:01:56,2015-07-16 16:57:59,2015-10-30 00:00:00,"Bryn,Nelson,Emma",,18.12428467,,,,,,,1.744312782,32.95073664,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2290,1,2015-07-16,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5052,M,51.6554,-128.0913,,,,50,,0.45nm,13,,2015-07-16 15:01:56,2015-07-16 16:57:59,2015-10-30 00:00:00,"Bryn,Nelson,Emma",,27.97724677,,,,,,,2.334360265,53.07347099,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2290,1,2015-07-16,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5053,M,51.6554,-128.0913,,,,73,,0.45nm,13,,2015-07-16 15:01:56,2015-07-16 16:57:59,2015-10-30 00:00:00,"Bryn,Nelson,Emma",,30.16736091,,,,,,,2.485078943,60.2737605,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2296,1,2015-07-17,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5136,M,51.6554,-128.0913,51.65479954,-128.0945496,,0,,0.45nm,13,,2015-07-17 00:00:00,2015-07-17 00:00:00,2015-11-05 00:00:00,,,0.066579526,,,,,,,0.142504951,1.638950698,,,,,,,,,,,,,,,,,,,,UBC,,"1: These IDs were not entered! Brian, look at the results and see if they are in the right order (they should be as we did evrything sequencially at this point",uM,Results,Raw
,2296,1,2015-07-17,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5137,M,51.6554,-128.0913,51.65479954,-128.0945496,,5,,0.45nm,13,,2015-07-17 00:00:00,2015-07-17 00:00:00,2015-11-05 00:00:00,,,0.418062428,,,,,,,0.34638928,2.825743247,,,,,,,,,,,,,,,,,,,,UBC,,"1: These IDs were not entered! Brian, look at the results and see if they are in the right order (they should be as we did evrything sequencially at this point",uM,Results,Raw
,2296,1,2015-07-17,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5138,M,51.6554,-128.0913,51.65479954,-128.0945496,,10,,0.45nm,13,,2015-07-17 00:00:00,2015-07-17 00:00:00,2015-11-05 00:00:00,,,2.133078034,,,,,,,0.635419249,5.483065861,,,,,,,,,,,,,,,,,,,,UBC,,"1: These IDs were not entered! Brian, look at the results and see if they are in the right order (they should be as we did evrything sequencially at this point",uM,Results,Raw
,2296,1,2015-07-17,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5139,M,51.6554,-128.0913,51.65479954,-128.0945496,,30,,0.45nm,13,,2015-07-17 00:00:00,2015-07-17 00:00:00,2015-11-05 00:00:00,,,22.10532339,,,,,,,2.032091365,39.37105011,,,,,,,,,,,,,,,,,,,,UBC,,"1: These IDs were not entered! Brian, look at the results and see if they are in the right order (they should be as we did evrything sequencially at this point",uM,Results,Raw
,2361,1,2015-07-22,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5054,M,51.6554,-128.0913,51.65214165,-128.1027255,,0,,0.45nm,13,,2015-07-22 09:16:55,2015-07-22 13:24:11,2015-10-30 00:00:00,"Lawren,Lucy",,0.176056055,,,,,,,0.261582389,4.362809775,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2361,1,2015-07-22,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5065,M,51.6554,-128.0913,51.65214165,-128.1027255,,5,,0.45nm,13,,2015-07-22 09:16:55,2015-07-22 13:24:11,2015-11-05 00:00:00,"Lawren,Lucy",,6.959399354,,,,,,,0.91925157,12.43467955,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2361,1,2015-07-22,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5066,M,51.6554,-128.0913,51.65214165,-128.1027255,,10,,0.45nm,13,,2015-07-22 09:16:55,2015-07-22 13:24:11,2015-11-05 00:00:00,"Lawren,Lucy",,10.0904046,,,,,,,1.16321197,16.67964269,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2361,1,2015-07-22,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5067,M,51.6554,-128.0913,51.65214165,-128.1027255,,30,,0.45nm,13,,2015-07-22 09:16:55,2015-07-22 13:24:11,2015-11-05 00:00:00,"Lawren,Lucy",,23.60214061,,,,,,,2.145863899,41.63530414,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2477,1,2015-07-27,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5140,M,51.6554,-128.0913,,,,0,,0.45nm,13,,2015-07-27 09:01:22,2015-07-27 14:24:24,2015-11-05 00:00:00,"Nelson,Emma",,0.583636966,,,,,,,0.126620446,1.381360145,,,,,,,,,,,,,,,,,,,,UBC,,1: 30m CHY glass bottle done on different drop. bottled at 9:18,uM,Results,Raw
,2477,1,2015-07-27,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5141,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-07-27 09:01:22,2015-07-27 14:24:24,2015-11-05 00:00:00,"Nelson,Emma",,0.249488089,,,,,,,0.313604336,4.655450913,,,,,,,,,,,,,,,,,,,,UBC,,1: 30m CHY glass bottle done on different drop. bottled at 9:18,uM,Results,Raw
,2477,1,2015-07-27,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5142,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-07-27 09:01:22,2015-07-27 14:24:24,2015-11-05 00:00:00,"Nelson,Emma",,2.261528656,,,,,,,0.529304404,7.537696934,,,,,,,,,,,,,,,,,,,,UBC,,1: 30m CHY glass bottle done on different drop. bottled at 9:18,uM,Results,Raw
,2477,1,2015-07-27,CALVERT,HAKAI,"KWAK_PP,KWAK",1,PRUTH,,NUT5143,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-07-27 09:01:22,2015-07-27 14:24:24,2015-11-05 00:00:00,"Nelson,Emma",,20.8121869,,,,,,,1.853183538,31.01140485,,,,,,,,,,,,,,,,,,,,UBC,,1: 30m CHY glass bottle done on different drop. bottled at 9:18,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5213,M,51.6554,-128.0913,51.65540344,-128.0914785,,0,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,2.506426276,,,,,,,0.469026729,15.82863156,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5215,M,51.6554,-128.0913,51.65540344,-128.0914785,,1,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,3.069064899,,,,,,,0.483610135,16.51020903,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5214,M,51.6554,-128.0913,51.65540344,-128.0914785,,5,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,9.533687616,,,,,,,0.998941212,20.93151066,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5216,M,51.6554,-128.0913,51.65540344,-128.0914785,,10,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,11.54251742,,,,,,,1.197213169,22.33472572,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5217,M,51.6554,-128.0913,51.65540344,-128.0914785,,30,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,20.80789876,,,,,,,1.914875992,34.25813305,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5218,M,51.6554,-128.0913,51.65540344,-128.0914785,,50,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,27.54163813,,,,,,,2.278775209,47.28659392,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2646,1,2015-08-06,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5219,M,51.6554,-128.0913,51.65540344,-128.0914785,,72,,0.45nm,13,,2015-08-06 10:53:22,2015-08-06 13:41:09,2015-11-05 00:00:00,Nelson,,32.29701514,,,,,,,2.52178819,60.67435278,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2702,1,2015-08-07,CALVERT,HAKAI,"PP,KWAK_PP,KWAK",1,PRUTH,,NUT5244,M,51.6554,-128.0913,,,,0,,0.45nm,13,,2015-08-07 09:15:48,2015-08-07 09:48:08,2015-11-10 00:00:00,"Bryn,Lucy",,5.100660245,,,,,,,0.63417811,18.914256,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2702,1,2015-08-07,CALVERT,HAKAI,"PP,KWAK_PP,KWAK",1,PRUTH,,NUT5245,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-08-07 09:15:48,2015-08-07 09:48:08,2015-11-12 00:00:00,"Bryn,Lucy",,7.780117059,,,,,,,0.735177295,20.31334041,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2702,1,2015-08-07,CALVERT,HAKAI,"PP,KWAK_PP,KWAK",1,PRUTH,,NUT5246,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-08-07 09:15:48,2015-08-07 09:48:08,2015-11-10 00:00:00,"Bryn,Lucy",,9.652832213,,,,,,,0.910086011,21.21865058,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2702,1,2015-08-07,CALVERT,HAKAI,"PP,KWAK_PP,KWAK",1,PRUTH,,NUT5247,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-08-07 09:15:48,2015-08-07 09:48:08,2015-11-10 00:00:00,"Bryn,Lucy",,17.55961969,,,,,,,1.674687834,30.30516128,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2765,1,2015-08-11,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5295,M,51.6554,-128.0913,,,,0,,0.45nm,13,,2015-08-11 09:15:07,2015-08-11 16:33:23,2015-11-12 00:00:00,"Bryn,Other",,0.319497287,,,,,,,0.092598187,18.91271338,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2765,1,2015-08-11,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5296,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-08-11 09:15:07,2015-08-11 16:33:23,2015-11-12 00:00:00,"Bryn,Other",,0.803650076,,,,,,,0.248937597,15.37037905,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2765,1,2015-08-11,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5297,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-08-11 09:15:07,2015-08-11 16:33:23,2015-11-12 00:00:00,"Bryn,Other",,6.919076807,,,,,,,0.807611118,18.33947348,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2765,1,2015-08-11,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5298,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-08-11 09:15:07,2015-08-11 16:33:23,2015-11-12 00:00:00,"Bryn,Other",,21.08707947,,,,,,,1.792606199,34.81248711,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2838,1,2015-08-17,CALVERT,HAKAI,"KWAK_PP,PP,KWAK,KELP",1,PRUTH,,NUT5299,M,51.6554,-128.0913,,,,0,,0.45nm,13,,2015-08-17 09:47:07,2015-08-17 15:28:13,2015-11-12 00:00:00,Lucy,,1.198607593,,,,,,,0.27289395,24.52353706,,,,,,,,,,,,,,,,,,,,UBC,,1: p p.,uM,Results,Raw
,2838,1,2015-08-17,CALVERT,HAKAI,"KWAK_PP,PP,KWAK,KELP",1,PRUTH,,NUT5300,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-08-17 09:47:07,2015-08-17 15:28:13,2015-11-12 00:00:00,Lucy,,6.425457984,,,,,,,0.634971984,27.13878384,,,,,,,,,,,,,,,,,,,,UBC,,1: p p.,uM,Results,Raw
,2838,1,2015-08-17,CALVERT,HAKAI,"KWAK_PP,PP,KWAK,KELP",1,PRUTH,,NUT5301,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-08-17 09:47:07,2015-08-17 15:28:13,2015-11-12 00:00:00,Lucy,,14.28347102,,,,,,,1.299894176,31.54911734,,,,,,,,,,,,,,,,,,,,UBC,,1: p p.,uM,Results,Raw
,2838,1,2015-08-17,CALVERT,HAKAI,"KWAK_PP,PP,KWAK,KELP",1,PRUTH,,NUT5302,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-08-17 09:47:07,2015-08-17 15:28:13,2015-11-12 00:00:00,Lucy,,21.12200668,,,,,,,1.788726069,36.60255576,,,,,,,,,,,,,,,,,,,,UBC,,1: p p.,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5646,M,51.6554,-128.0913,51.65538448,-128.0914693,,0,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,0.037094297,,,,,,,0.093,26.67897949,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5647,M,51.6554,-128.0913,51.65538448,-128.0914693,,1,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,0,,,,,,,0.094,26.43280973,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5648,M,51.6554,-128.0913,51.65538448,-128.0914693,,5,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,1.940857913,,,,,,,0.312,26.55422101,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5649,M,51.6554,-128.0913,51.65538448,-128.0914693,,10,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,7.643276631,,,,,,,0.724,27.30911212,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5650,M,51.6554,-128.0913,51.65538448,-128.0914693,,30,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,22.92789224,,,,,,,1.859,40.3176897,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5651,M,51.6554,-128.0913,51.65538448,-128.0914693,,50,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,27.09576663,,,,,,,2.278,50.51279226,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2976,1,2015-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5652,M,51.6554,-128.0913,51.65538448,-128.0914693,,71,,0.45nm,13,,2015-08-27 11:09:28,2015-08-27 14:14:53,2015-11-16 00:00:00,"Bryn,Lucy",,29.55585967,,,,,,,2.305,56.88409464,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2996,1,2015-08-28,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5671,M,51.6554,-128.0913,51.65552258,-128.0911176,,0,,0.45nm,13,,2015-08-28 10:25:19,2015-08-28 14:30:58,2015-11-06 00:00:00,Nelson,,0.693325766,,,,,,,0.101,26.9095727,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2996,1,2015-08-28,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5672,M,51.6554,-128.0913,51.65552258,-128.0911176,,5,,0.45nm,13,,2015-08-28 10:25:19,2015-08-28 14:30:58,2015-11-27 00:00:00,Nelson,,6.0143586,,,,,,,0.658,28.34825501,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2996,1,2015-08-28,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5673,M,51.6554,-128.0913,51.65552258,-128.0911176,,10,,0.45nm,13,,2015-08-28 10:25:19,2015-08-28 14:30:58,2015-11-06 00:00:00,Nelson,,30.42548129,,,,,,,1.026,28.72136797,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,2996,1,2015-08-28,CALVERT,HAKAI,"KWAK_PP,KWAK,PP",1,PRUTH,,NUT5674,M,51.6554,-128.0913,51.65552258,-128.0911176,,30,,0.45nm,13,,2015-08-28 10:25:19,2015-08-28 14:30:58,2015-11-06 00:00:00,Nelson,,47.78527475,,,,,,,1.727,37.75630699,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3111,1,2015-09-01,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5663,M,51.6554,-128.0913,51.65632037,-128.0890781,,0,,0.45nm,13,,2015-09-01 09:50:43,2015-09-01 14:16:41,2015-11-06 00:00:00,"Bryn,Nelson",,11.41120793,,,,,,,1.071,29.59179667,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3111,1,2015-09-01,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5664,M,51.6554,-128.0913,51.65632037,-128.0890781,,5,,0.45nm,13,,2015-09-01 09:50:43,2015-09-01 14:16:41,2015-11-06 00:00:00,"Bryn,Nelson",,13.96696456,,,,,,,1.203,31.04836942,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3111,1,2015-09-01,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5665,M,51.6554,-128.0913,51.65632037,-128.0890781,,10,,0.45nm,13,,2015-09-01 09:50:43,2015-09-01 14:16:41,2015-11-06 00:00:00,"Bryn,Nelson",,15.22383322,,,,,,,1.293,32.40290687,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3111,1,2015-09-01,CALVERT,HAKAI,"KWAK,KWAK_PP,PP",1,PRUTH,,NUT5666,M,51.6554,-128.0913,51.65632037,-128.0890781,,30,,0.45nm,13,,2015-09-01 09:50:43,2015-09-01 14:16:41,2015-11-06 00:00:00,"Bryn,Nelson",,20.63894867,,,,,,,1.774,37.07611059,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3275,1,2015-09-07,CALVERT,HAKAI,"PP,KWAK,KWAK_PP",1,PRUTH,,NUT5659,M,51.6554,-128.0913,,,,0,,0.45nm,13,,2015-09-07 10:21:35,2015-09-07 14:36:37,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,6.397840501,,,,,,,0.679,30.32370115,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3275,1,2015-09-07,CALVERT,HAKAI,"PP,KWAK,KWAK_PP",1,PRUTH,,NUT5660,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-09-07 10:21:35,2015-09-07 14:36:37,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,11.60926844,,,,,,,1.076,25.25357515,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3275,1,2015-09-07,CALVERT,HAKAI,"PP,KWAK,KWAK_PP",1,PRUTH,,NUT5661,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-09-07 10:21:35,2015-09-07 14:36:37,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,8.441083156,,,,,,,0.893,23.87978848,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3275,1,2015-09-07,CALVERT,HAKAI,"PP,KWAK,KWAK_PP",1,PRUTH,,NUT5662,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-09-07 10:21:35,2015-09-07 14:36:37,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,17.95677632,,,,,,,1.617,34.20632735,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5712,M,51.6554,-128.0913,,,,0,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-04 00:00:00,"Bryn,Lucy",,12.74343096,,,,,,,1.047781323,34.03612551,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5713,M,51.6554,-128.0913,,,,1,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-04 00:00:00,"Bryn,Lucy",,12.70474443,,,,,,,1.039907965,33.95847478,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5714,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-04 00:00:00,"Bryn,Lucy",,13.75590341,,,,,,,1.125722101,32.30148482,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5715,M,51.6554,-128.0913,,,,10,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-04 00:00:00,"Bryn,Lucy",,16.42107038,,,,,,,1.339274242,31.9115342,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5716,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-04 00:00:00,"Bryn,Lucy",,20.7326883,,,,,,,1.658604836,33.99108646,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5717,M,51.6554,-128.0913,,,,50,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-04 00:00:00,"Bryn,Lucy",,23.92843614,,,,,,,1.931024503,39.76001581,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3381,1,2015-09-17,CALVERT,HAKAI,KWAK,1,PRUTH,,NUT5718,M,51.6554,-128.0913,,,,73,,0.45nm,13,,2015-09-17 11:23:16,2015-09-17 14:18:15,2015-11-10 00:00:00,"Bryn,Lucy",,25.16203013,,,,,,,2.114929238,46.26587326,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3391,1,2015-09-18,CALVERT,HAKAI,"KWAK,PP,KWAK_PP",1,PRUTH,,NUT5667,M,51.6554,-128.0913,51.65535947,-128.0916908,,0,,0.45nm,13,,2015-09-18 10:43:34,2015-09-18 14:53:49,2015-11-06 00:00:00,Nelson,,11.78164932,,,,,,,0.999,30.13159919,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3391,1,2015-09-18,CALVERT,HAKAI,"KWAK,PP,KWAK_PP",1,PRUTH,,NUT5668,M,51.6554,-128.0913,51.65535947,-128.0916908,,5,,0.45nm,13,,2015-09-18 10:43:34,2015-09-18 14:53:49,2015-11-06 00:00:00,Nelson,,11.31421581,,,,,,,0.962,29.73724637,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3391,1,2015-09-18,CALVERT,HAKAI,"KWAK,PP,KWAK_PP",1,PRUTH,,NUT5669,M,51.6554,-128.0913,51.65535947,-128.0916908,,10,,0.45nm,13,,2015-09-18 10:43:34,2015-09-18 14:53:49,2015-11-06 00:00:00,Nelson,,14.02354277,,,,,,,1.211,28.91120667,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3391,1,2015-09-18,CALVERT,HAKAI,"KWAK,PP,KWAK_PP",1,PRUTH,,NUT5670,M,51.6554,-128.0913,51.65535947,-128.0916908,,30,,0.45nm,13,,2015-09-18 10:43:34,2015-09-18 14:53:49,2015-11-06 00:00:00,Nelson,,20.82882545,,,,,,,1.807,34.39659405,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3482,1,2015-09-22,CALVERT,HAKAI,"PP,KWAK_PP",1,PRUTH,,NUT5784,M,51.6554,-128.0913,51.65233143,-128.1031955,,0,,0.45nm,13,,2015-09-22 11:10:45,2015-09-22 14:42:10,2015-12-02 00:00:00,Nelson,,12.46914674,,,,,,,1.138693007,24.84967122,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
,3482,1,2015-09-22,CALVERT,HAKAI,"PP,KWAK_PP",1,PRUTH,,NUT5785,M,51.6554,-128.0913,51.65233143,-128.1031955,,5,,0.45nm,13,,2015-09-22 11:10:45,2015-09-22 14:42:10,2015-12-02 00:00:00,Nelson,,12.39246505,,,,,,,1.114903174,24.9156245,,,,,,,,,,,,,,,,,,,,UBC,,,uM,Results,Raw
