Date,Quadrat,Meter.point,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Site,Zone,Year,UID,Shore_height_cm,Lat,Long,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3
2012-07-05,3,14,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 3,278,51.6407348400957,-128.156724116099,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,4,17,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 4,338,51.6407215152876,-128.1567618114,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,5,18,SL,SL,100,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 5,313,51.6407170736857,-128.156774376977,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,6,21,LA,JJ,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 6,319,51.6407037488613,-128.156812072249,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,7,23,JJ,LA,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 7,356,51.6406948656347,-128.156837201936,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,8,24,LA,JJ,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 8,377,51.6406904330152,-128.156849767332,bare rock,12,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,9,25,JJ,LA,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 9,369,51.6406859914037,-128.156862332892,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,10,26,PTM,LA,NA,NA,NA,NA,NA,Fifth Beach HIGH 2012,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2012,Fifth Beach HIGH 2012 10,335,51.6406815497805,-128.156874897005,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,1,4,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0.5,0,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 1,240,51.6509790877092,-128.143056882083,bare rock,50,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,2,15,SS,KH,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0.5,0,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 2,242,51.65090423453,-128.143160799358,bare rock,79,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,3,16,SS,KH,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,1,0,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 3,260,51.6508974247888,-128.143170246721,bare rock,30,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,4,17,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,1,0,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 4,234,51.6508906240374,-128.143179693912,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,5,19,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0.5,0,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 5,240,51.6508770135417,-128.143198588455,bare rock,75,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,6,27,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,NA,NA,NA,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 6,223,51.6508225715065,-128.143274163623,bare rock,95,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,7,31,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0,1,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 7,325,51.6507953504808,-128.143311952584,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,8,32,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0,0.5,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 8,264,51.6507885497071,-128.143321398287,bare rock,95,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,9,34,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,NA,NA,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 9,270,51.650774939188,-128.143340292745,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,10,39,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,NA,NA,NA,NA,NA,Foggy Cove,HIGH,2013,Foggy Cove HIGH 2013 10,293,51.6507409173612,-128.14338752731,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,1,5,SS,SCL,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,2,14,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 1,170,51.6511592134706,-128.143254546049,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,2,13,PTM,KH,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,NA,0,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 2,217,51.6511167610954,-128.143347888936,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,3,16,KH,PTM,NA,NA,NA,NA,NA,Foggy Cove MID 2013,94,6,20,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 3,178,51.6511008403089,-128.143382892134,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,4,17,KH,PTM,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,NA,0,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 4,174,51.6510955303738,-128.143394558954,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,5,25,SS,SCL,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,0,0,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 5,165,51.6510530778751,-128.143487900135,bare rock,30,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,6,28,SS,SCL,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,0,3,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 6,199,51.6510371570462,-128.143522903235,bare rock,7,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,7,29,KH,SS,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,0.5,4,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 7,174,51.6510318471075,-128.143534571468,bare rock,25,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,8,36,SS,KH,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,0,15,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 8,188,51.6509947044545,-128.143616245622,bare rock,25,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,9,40,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,0,0,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 9,201,51.6509734736246,-128.143662915389,bare rock,25,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,10,43,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove MID 2013,100,0,0,NA,NA,NA,Foggy Cove,MID,2013,Foggy Cove MID 2013 10,223,51.6509575527428,-128.143697918367,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,1,2,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,3,2,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 1,90,51.6512790755945,-128.143508817972,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,2,12,SS,KH,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0.5,2,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 2,69,51.6512260846609,-128.143625581166,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,3,17,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,10,3,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 3,90,51.6511995801647,-128.143683963553,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,4,22,SS,KH,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,96,4,3,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 4,114,51.6511730846295,-128.143742345703,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,5,24,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0,0,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 5,124,51.6511624828046,-128.143765697744,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,6,25,KH,SS,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0,0,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 6,128,51.6511571908862,-128.143777374314,bare rock,7,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,7,26,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0,0,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 7,102,51.6511518899761,-128.143789051051,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,8,30,KH,SS,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0,35,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 8,105,51.6511306863028,-128.14383575508,bare rock,30,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,9,34,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0,0,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 9,103,51.6511094916118,-128.143882460341,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-24,10,35,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove LOW 2013,100,0.5,0,NA,NA,NA,Foggy Cove,LOW,2013,Foggy Cove LOW 2013 10,114,51.6511041906911,-128.143894137053,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,1,3,SS,KH,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,5,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 1,341,51.6654077844325,-128.135101450368,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,2,5,SCL,SCL,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 2,319,51.6654251143282,-128.135109167,bare rock,12,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,3,6,PTM,PTM,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,18,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 3,318,51.6654337747753,-128.135113024681,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,4,8,SS,KH,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 4,379,51.6654511046702,-128.135120741322,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,5,13,SCL,SCL,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0.5,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 5,287,51.6654944338951,-128.135140032142,bare rock,20,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,6,14,KH,SS,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,45,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 6,267,51.6655030943412,-128.135143889834,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,7,15,SCL,SCL,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 7,276,51.6655117637882,-128.135147748803,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,8,16,SS,KH,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 8,282,51.6655204242339,-128.135151606499,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,9,17,PTM,PTM,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 9,303,51.66552909367,-128.135155464024,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,10,19,KH,SS,NA,NA,NA,NA,NA,North Beach HIGH 2013,100,0,0,NA,NA,NA,North Beach,HIGH,2013,North Beach HIGH 2013 10,201,51.665546423562,-128.135163180697,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,1,1,SCL,SCL,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,3,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 1,273,51.6653918625895,-128.135238554923,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,2,2,SCL,SCL,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,75,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 2,209,51.6654008412155,-128.135237999357,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,3,6,KH,SS,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,15,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 3,216,51.66543678268,-128.135235775132,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,4,8,PTM,PTM,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,40,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 4,207,51.6654547489116,-128.13523466238,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,5,9,SS,KH,NA,NA,NA,NA,NA,North Beach MID 2013,NA,NA,NA,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 5,200,51.6654637365279,-128.135234106641,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,6,12,SCL,SCL,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,0.5,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 6,275,51.6654906903757,-128.135232438149,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,7,13,SS,KH,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,0,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 7,278,51.6654996690015,-128.13523188258,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,8,17,SCL,SCL,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,7,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 8,260,51.6655356104652,-128.135229658344,bare rock,17,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,9,18,KH,SS,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,3,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 9,267,51.6655445980814,-128.135229102603,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,10,22,PTM,PTM,NA,NA,NA,NA,NA,North Beach MID 2013,100,0,15,NA,NA,NA,North Beach,MID,2013,North Beach MID 2013 10,266,51.6655805305543,-128.135226878533,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,1,3,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,7,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 1,97,51.6654140484163,-128.135297622656,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,2,4,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,1,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 2,106,51.6654230402906,-128.135297645224,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,3,11,KH,SS,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,0,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 3,150,51.6654859743983,-128.135297800476,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,4,13,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,0,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 4,90,51.665503958136,-128.135297844165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,5,14,SS,KH,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,0,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 5,110,51.6655129500101,-128.135297866732,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,6,15,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,12,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 6,109,51.6655219418736,-128.135297887854,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,7,16,SS,KH,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,20,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 7,128,51.665530933747696,-128.135297910422,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,8,18,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,0,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 8,171,51.6655489085054,-128.135297955727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,9,19,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2013,100,0,23,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 9,137,51.6655579003688,-128.135297976849,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,10,22,KH,SS,NA,NA,NA,NA,NA,North Beach LOW 2013,NA,NA,NA,NA,NA,NA,North Beach,LOW,2013,North Beach LOW 2013 10,139,51.6655848759802,-128.135298043105,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,1,2,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,96,4,0,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 1,350,51.6407881212247,-128.156573335008,bare rock,7,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,2,5,SS,KH,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 2,370,51.6407748054561,-128.156611030231,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,3,12,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 3,315,51.6407437143072,-128.156698986535,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,4,16,SS,KH,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 4,348,51.6407259568986,-128.156749247266,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,5,19,SS,KH,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 5,283,51.6407126320823,-128.156786942552,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,6,20,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 6,312,51.6407081904673,-128.156799506679,bare rock,18,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,7,22,KH,SS,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,12,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 7,337,51.6406993072539,-128.156824637816,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,8,26,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,NA,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 8,335,51.6406815497805,-128.156874897005,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,9,27,KH,SS,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,0.5,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 9,349,51.6406771081663,-128.15688746256,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,10,28,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2013,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2013,Fifth Beach HIGH 2013 10,336,51.6406726665508,-128.156900028112,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,1,2,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,7,2,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 1,236,51.6408091386368,-128.156623931447,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,2,3,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,14,15,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 2,198,51.6408059356233,-128.156637430774,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,3,4,SS,KH,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,0.5,0,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 3,221,51.6408027326185,-128.156650931544,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,4,10,SS,KH,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,8,8,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 4,209,51.6407834875754,-128.156731935181,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,5,13,KH,SS,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,0,4,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 5,234,51.6407738695333,-128.156772437612,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
