event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Project Specific ID,Hakai ID,Source,Lat,Long,Gather Lat,Gather Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Filter Type,Volume (ml),Installed,Collected,Preserved,Analyzed,Lab Technician,NH4+,NO2+NO3 (uM),PO4,SiO2,PO4 Flag,SiO2 Flag,Analyzing Lab,Quality Log,no2_no3_units,Sample Status,Quality Level
915,1,2015-04-25,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3824,M,51.705,-128.2384,,,,100,,0.45nm,13,,2015-04-25 10:18:42,2015-04-25 15:03:23,2015-05-29 00:00:00,"Bryn,Lawren,Nelson",,25.76668483,2.015310688,42.2961794,,,UBC,,uM,Results,Raw
915,1,2015-04-25,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3825,M,51.705,-128.2384,,,,129,,0.45nm,13,,2015-04-25 10:18:42,2015-04-25 15:03:23,2015-05-29 00:00:00,"Bryn,Lawren,Nelson",,32.11113198,2.405839244,55.43927543,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3938,M,51.705,-128.2384,,,,0,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,2.086084595,0.431032719,3.358017366,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3939,M,51.705,-128.2384,,,,5,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,2.333377456,0.431147973,3.432537336,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3940,M,51.705,-128.2384,,,,10,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,2.447275828,0.445850664,3.492719851,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3941,M,51.705,-128.2384,,,,30,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,3.444656165,0.550029166,5.142583585,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3942,M,51.705,-128.2384,,,,50,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,4.681120473,0.68003727,8.222254157,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3943,M,51.705,-128.2384,,,,100,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,26.99596636,2.049580452,42.78777083,,,UBC,,uM,Results,Raw
1123,1,2015-05-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT3944,M,51.705,-128.2384,,,,128,,0.45nm,13,,2015-05-02 11:43:41,2015-05-02 16:56:56,2015-05-29 00:00:00,"Lawren,Nelson,Other",,29.0061187,2.207829738,49.22950503,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4092,M,51.705,-128.2384,,,,0,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,0.005,0.248,3.764,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4093,M,51.705,-128.2384,,,,5,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,0.175,0.294,4.2,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4094,M,51.705,-128.2384,,,,10,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,5.202,0.777,9.648,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4095,M,51.705,-128.2384,,,,30,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,6.34,0.836,10.665,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4096,M,51.705,-128.2384,,,,50,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,9.534,0.982,15.06,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4097,M,51.705,-128.2384,,,,100,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,33.238,2.459,57.005,,,UBC,,uM,Results,Raw
1298,1,2015-05-16,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4098,M,51.705,-128.2384,,,,139,,0.45nm,13,,2015-05-16 10:27:26,2015-05-16 15:38:07,2015-06-25 00:00:00,"Bryn,Lawren,Nelson,Other",,37.429,2.71,71.75,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4254,M,51.705,-128.2384,51.65590108,-127.8280748,,0,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,0.15319442,0.041,2.411032079,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4255,M,51.705,-128.2384,51.65590108,-127.8280748,,5,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,0.004424848,0.094,1.833751822,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4256,M,51.705,-128.2384,51.65590108,-127.8280748,,10,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,0.158747446,0.23,2.45609748,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4257,M,51.705,-128.2384,51.65590108,-127.8280748,,30,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,13.23024229,1.143,19.57703828,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4258,M,51.705,-128.2384,51.65590108,-127.8280748,,50,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,20.50468525,1.654,32.88767066,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4259,M,51.705,-128.2384,51.65590108,-127.8280748,,100,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,32.05234868,2.38,54.09475525,,,UBC,,uM,Results,Raw
1581,1,2015-06-06,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4260,M,51.705,-128.2384,51.65590108,-127.8280748,,138,,0.45nm,13,,2015-06-06 12:29:56,2015-06-06 15:10:11,2015-11-23 00:00:00,"Bryn,Lawren,Nelson,Other",,36.53521546,2.617,65.71718951,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4877,M,51.705,-128.2384,51.7047332,-128.2388717,,0,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,0.051788549,0.05,0.102319526,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4878,M,51.705,-128.2384,51.7047332,-128.2388717,,5,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,0.29712461,0.065,0.191730982,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4879,M,51.705,-128.2384,51.7047332,-128.2388717,,10,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,0.151078504,0.09,0.27022006,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4880,M,51.705,-128.2384,51.7047332,-128.2388717,,30,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,16.54951355,1.569,26.85148126,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4881,M,51.705,-128.2384,51.7047332,-128.2388717,,50,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,23.05179195,1.916,38.10762374,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4882,M,51.705,-128.2384,51.7047332,-128.2388717,,100,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,28.52171583,2.206,47.72682135,,,UBC,,uM,Results,Raw
1992,1,2015-06-26,CALVERT,HAKAI,QCSD,1,QCS01,,NUT4883,M,51.705,-128.2384,51.7047332,-128.2388717,,132,,0.45nm,13,,2015-06-26 12:54:12,2015-06-26 15:45:06,2015-11-24 00:00:00,"Bryn,Lawren,Lucy,Nelson,Emma",,37.33916964,3.005,75.18032592,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5070,M,51.705,-128.2384,,,,0,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,4.529459573,0.560645962,11.68380635,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5071,M,51.705,-128.2384,,,,5,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,11.61312819,1.076946122,20.51942009,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5072,M,51.705,-128.2384,,,,10,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,13.92747521,1.34257019,24.48213086,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5073,M,51.705,-128.2384,,,,30,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,19.44357827,1.626000063,31.80051976,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5074,M,51.705,-128.2384,,,,50,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,22.61824013,1.827520456,35.59819465,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5075,M,51.705,-128.2384,,,,100,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,32.8045181,2.366995709,53.88813124,,,UBC,,uM,Results,Raw
2308,1,2015-07-18,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5076,M,51.705,-128.2384,,,,124,,0.45nm,13,,2015-07-18 12:00:56,2015-07-18 14:19:16,2015-11-05 00:00:00,"Lawren,Lucy,Nelson",,33.53104327,2.547723614,55.12226652,,,UBC,,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5226,M,51.705,-128.2384,51.70516275,-128.2382281,,0,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-05 00:00:00,,,0.056556561,0.119831573,1.075507391,,,UBC,1: nuts from net,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5227,M,51.705,-128.2384,51.70516275,-128.2382281,,5,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-05 00:00:00,"Bryn,Emma",,0,0.10399301,1.337576129,,,UBC,1: nuts from net,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5228,M,51.705,-128.2384,51.70516275,-128.2382281,,10,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-05 00:00:00,"Bryn,Emma",,0.341638581,0.72899009,5.738431895,,,UBC,1: nuts from net,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5229,M,51.705,-128.2384,51.70516275,-128.2382281,,30,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-05 00:00:00,,,14.80891446,1.418455748,24.80248764,,,UBC,1: nuts from net,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5230,M,51.705,-128.2384,51.70516275,-128.2382281,,50,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-10 00:00:00,"Bryn,Emma",,19.76522177,1.595540875,28.35803461,,,UBC,1: nuts from net,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5231,M,51.705,-128.2384,51.70516275,-128.2382281,,100,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-10 00:00:00,"Bryn,Emma",,32.43599761,2.399345355,55.19747277,,,UBC,1: nuts from net,uM,Results,Raw
2666,1,2015-08-08,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5232,M,51.705,-128.2384,51.70516275,-128.2382281,,115,,0.45nm,13,,2015-08-08 09:44:20,2015-08-08 16:13:32,2015-11-10 00:00:00,"Bryn,Emma",,34.6264815,2.513757012,57.63596978,,,UBC,1: nuts from net,uM,Results,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5589,M,51.705,-128.2384,,,,0,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,11.83002048,1.096,19.12474253,,,UBC,,uM,Results,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5590,M,51.705,-128.2384,,,,5,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,12.7633572,1.242,20.91529265,,,UBC,,uM,Results,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5591,M,51.705,-128.2384,,,,10,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,14.60379771,1.349,25.09424285,,,UBC,,uM,Results,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5592,M,51.705,-128.2384,,,,30,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,2015-11-06 00:00:00,"Bryn,Lucy,Nelson",,15.84712792,1.375,25.98181056,,,UBC,,uM,Results,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,CM036,M,51.705,-128.2384,,,,50,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,,,,,,,,,,"1: Not able to get, due to weather.",,Collected,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,CM037,M,51.705,-128.2384,,,,100,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,,,,,,,,,,"1: Not able to get, due to weather.",,Collected,Raw
3101,1,2015-09-02,CALVERT,HAKAI,QCSD,1,QCS01,,CM038,M,51.705,-128.2384,,,,125,,0.45nm,13,,2015-09-02 11:40:56,2015-09-02 14:05:08,,,,,,,,,,"1: Not able to get, due to weather.",,Collected,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5728,M,51.705,-128.2384,51.70546049,-128.2386255,,0,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,7.952311029,0.808,17.69309473,,,UBC,,uM,Results,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5729,M,51.705,-128.2384,51.70546049,-128.2386255,,5,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,7.87070382,0.816,17.61972818,,,UBC,,uM,Results,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5730,M,51.705,-128.2384,51.70546049,-128.2386255,,10,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,7.988084859,0.77,17.49534771,,,UBC,,uM,Results,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5731,M,51.705,-128.2384,51.70546049,-128.2386255,,30,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,8.093615719,0.851,14.49094204,,,UBC,,uM,Results,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5732,M,51.705,-128.2384,51.70546049,-128.2386255,,50,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,15.69829761,1.45,25.53866735,,,UBC,,uM,Results,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5733,M,51.705,-128.2384,51.70546049,-128.2386255,,100,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,30.83344187,2.495,55.41816084,,,UBC,,uM,Results,Raw
3405,1,2015-09-19,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5734,M,51.705,-128.2384,51.70546049,-128.2386255,,133,,0.45nm,13,,2015-09-19 11:54:34,2015-09-19 13:28:12,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,31.37656299,2.553,55.46428591,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5855,M,51.705,-128.2384,51.70522477,-128.2370524,,0,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,13.02639962,1.105,32.57555557,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5856,M,51.705,-128.2384,51.70522477,-128.2370524,,5,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,13.42309447,1.161,31.95517664,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5857,M,51.705,-128.2384,51.70522477,-128.2370524,,10,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,15.73566615,1.364,30.19277429,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5858,M,51.705,-128.2384,51.70522477,-128.2370524,,30,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,15.96992003,1.446,24.9804219,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5859,M,51.705,-128.2384,51.70522477,-128.2370524,,50,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,16.90192877,1.481,23.07180004,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5860,M,51.705,-128.2384,51.70522477,-128.2370524,,100,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,30.26146098,2.475,51.00812561,,,UBC,,uM,Results,Raw
3649,1,2015-10-07,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5861,M,51.705,-128.2384,51.70522477,-128.2370524,,134,,0.45nm,13,,2015-10-07 09:48:14,2015-10-07 14:31:38,2015-11-27 00:00:00,"Bryn,Lawren,Lucy,Nelson",,32.00238252,2.555,52.80686838,,,UBC,,uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5986,M,51.705,-128.2384,51.70446845,-128.2392766,,0,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-01 00:00:00,Nelson,,15.27057609,1.422,25.67087956,,,UBC,1: Did not do DOCs,uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5987,M,51.705,-128.2384,51.70446845,-128.2392766,,5,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-01 00:00:00,Nelson,,15.23277171,1.55,27.66986758,,,UBC,1: Did not do DOCs,uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5988,M,51.705,-128.2384,51.70446845,-128.2392766,,10,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-01 00:00:00,Nelson,,15.01319016,1.345,24.4445139,,,UBC,1: Did not do DOCs,uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5989,M,51.705,-128.2384,51.70446845,-128.2392766,,30,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-02 00:00:00,Nelson,,13.86747477,1.222035992,21.57794963,,,UBC,1: Did not do DOCs,uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5990,M,51.705,-128.2384,51.70446845,-128.2392766,,50,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-02 00:00:00,Nelson,,12.53327759,1.135467486,18.9817724,,,UBC,1: Did not do DOCs,uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT5991,M,51.705,-128.2384,51.70446845,-128.2392766,,100,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-02 00:00:00,,,17.14767349,1.431386902,24.49377811,,,UBC,"1: Did not do DOCs2: was recorded as nut100. double check in freezer NUT6283 HAS A RESULT TOO but no entry in nuts sheet",uM,Results,Raw
16811,1,2015-11-03,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6285,M,51.705,-128.2384,51.70446845,-128.2392766,,132,,0.45nm,13,,2015-11-03 09:41:02,2015-11-03 13:09:33,2015-12-02 00:00:00,Nelson,,28.2065249,2.27623395,51.30169104,,,UBC,1: Did not do DOCs,uM,Results,Raw
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6631,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,11.24876502,0.975020148,19.07081616,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6632,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,11.08087033,0.995309706,19.03906218,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6633,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,11.61661336,0.97400537,19.0430718,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6634,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,11.55484762,0.951673015,19.15319478,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6635,M,51.705,-128.2384,,,,50,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,11.44697095,0.944564361,19.58935062,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6636,M,51.705,-128.2384,,,,100,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,11.44010471,1.024709266,20.20728008,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
50381,1,2016-02-28,CALVERT,HAKAI,QCSD,1,QCS01,,NUT6637,M,51.705,-128.2384,,,,125,,0.45nm,13,,2016-02-28 11:22:52,2016-02-28 15:38:49,2016-06-21 00:00:00,"Lawren,Lucy",,16.3399179,1.379654121,29.14397629,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6558,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,10.5726641,0.972990564,19.12335695,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6272,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,10.36007292,0.927294645,18.30412503,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
